File ID,Subfolder,Transcription
isixhosa_002_25,isixhosa_002,"nam andibanga nakuzibamba ndeva ndise [n] ndiziphethe ngeenkobe ndango-, nda-, ndaqonda ukuba ndimshiyayi- ndimshiyayiya myani myani."
isixhosa_002_26,isixhosa_002,"imfundo yaba- yabo iya  kuba, yin- [n] yinkcitho."
isixhosa_002_27,isixhosa_002,"isinqola mthi esi sathi [n], gangxa [n] kumkhoba owawusehlathini saze sadola, asaba [n] sagqitha."
isixhosa_002_28,isixhosa_002,"amanzi aphuma, n- ngomjelo omncinci."
isixhosa_002_29,isixhosa_002,"[n] ithabathe umsimelelo wayo, yabambelela kuwo."
isixhosa_002_30,isixhosa_002,"kanti abasahleki yona le nto, ithethwa liyolisa eli."
isixhosa_003_01,isixhosa_003,[s] [n] isiXhosa.
isixhosa_003_02,isixhosa_003,mashumi amabini [n] anesithandathu.
isixhosa_003_03,isixhosa_003,[n] ndingowase tyhini.
isixhosa_003_04,isixhosa_003,thetha ngomnxeba waphantsi.
isixhosa_003_05,isixhosa_003,isiXhosa one point two one three.
isixhosa_003_06,isixhosa_003,"ngqa weshumi elinesine [n], kwinyanga yoMnga [n], ngonya ka- nineteen eighty one."
isixhosa_003_07,isixhosa_003,anditshatanga.
isixhosa_003_08,isixhosa_003,[n] ndizalelwe eMthatha.
isixhosa_003_09,isixhosa_003,ndihlala eQonce.
isixhosa_003_10,isixhosa_003,umkhono emva [n] kwentsimbi yesine.
isixhosa_003_11,isixhosa_003,"ngqu A, M, A [n], H L A no- N yu- no- U."
isixhosa_003_12,isixhosa_003,umhla weshum' elinanye eyoMsintsi.
isixhosa_003_13,isixhosa_003,iqanda nama
isixhosa_003_14,isixhosa_003,[n] iSebe lezoLimo leRiphablikhi yoMzantsi Afrika.
isixhosa_003_15,isixhosa_003,[n] unelungelo lokuphila ubom- bakho ngendlela ofuna ngayo.
isixhosa_003_16,isixhosa_003,"-ti abasahleki yona [n] lento ithethwayo liyolisa [n], elise behleka lona lo kuba [n], bekhumbula ukuba kanene [n] liya kuthi whuu."
isixhosa_003_17,isixhosa_003,"wadudumisa izulu uYehova ophezu konke, walikhupha izwi lakhe."
isixhosa_003_18,isixhosa_003,"kanti abasahleki yona lento ithethwa [n] liyolisa eli [n], [n] elandelayo."
isixhosa_004_01,isixhosa_004,[s] isiXhosa.
isixhosa_004_02,isixhosa_004,[n] mashumi amathathu anesihlan-.
isixhosa_004_03,isixhosa_004,ndingumntu [s] ongumfazi.
isixhosa_004_04,isixhosa_004,[n] bawephan-.
isixhosa_004_05,isixhosa_004,[s] kunye kubini kubini isine.
isixhosa_004_06,isixhosa_004,"[s] isihlanu, kwinyanga [s] yeisihlanu [n] [s] ene kwinyanga, [s] ka seventy."
isixhosa_004_07,isixhosa_004,[s] antshatanga [n] [s].
isixhosa_004_08,isixhosa_004,[n] dolophu yaseCala [n].
isixhosa_004_09,isixhosa_004,[s] hlala e- Hillbrow.
isixhosa_004_10,isixhosa_004,[s] icala emva kwentsimbi yesxhenx-.
isixhosa_004_11,isixhosa_004,"u- I [s], M [s] fu- u- U, u- N [s] D u- I u- S u- O."
isixhosa_004_12,isixhosa_004,umhla wamashumi [s] amabini anesibini.
isixhosa_004_13,isixhosa_004,"iqanda, [s] isihlanu, uqe- u- one, isibhozo [s] iqanda isibini, is- isinye, isithathu isihlanu isibhozo."
isixhosa_004_14,isixhosa_004,"[s] iSebe lezeMpilo, iRiphablikhi yaseMzantsi [s] Afrika [n]."
isixhosa_004_15,isixhosa_004,"ethetha [s] nje [s] uNgqika noBorrow [n], ngayo yonke le micim-, uNdlambe ukho apha koMkhulu, [n] koko [s] akubuzwa nento kuye, akubhekiswa nelimdaka."
isixhosa_004_16,isixhosa_004,"[n] omnye yena [s] ubecinga ukuhlala enkundleni [s], [s] afe neenkomo zakowabo."
isixhosa_004_17,isixhosa_004,"[n] sikuve [s] kwa kuloo ncwadi ukuba [s], awulu- awuluqanga- [s], awulunganga."
isixhosa_004_18,isixhosa_004,"[s] kwathi yathe- ya- [s] yakubetha [n] impepho yasemini, [n] sabona amagatya [s] emithi egexa."
isixhosa_004_19,isixhosa_004,"[s] abantu abaninzi [s], abozosuleleki [s] abazazi."
isixhosa_004_20,isixhosa_004,"[s] ubulungu bayo [n] [s] kumele, [s] buxake abazali nabafundi."
isixhosa_004_21,isixhosa_004,"[s] ngawo lomhla [s], [s] ukhankanyi- ukhankanyiwe kukhe kwakho, inkathazo apho koMkhulu."
isixhosa_004_22,isixhosa_004,"zonke [s] ezi zinto [s] zitsho iBhayibhile, yayiziincwadi entsha neyolile- kum, neyolileyo kum."
isixhosa_004_23,isixhosa_004,[s] ndiya kubuza [s] ze ndikwazise.
isixhosa_004_24,isixhosa_004,"[s] wabaleka, waya [s] emaCun- [s] emaChunwini kuMacingwana, inkosi, yamaCunu."
isixhosa_004_25,isixhosa_004,"[s] ibiyini ukuba unga mbambi [n], [s] wakumbona?"
isixhosa_004_26,isixhosa_004,"[n] [s] lithabatheni eli qhalo [s], labadala kuba bathi, akanahla- akuhlanga lungehlanga."
isixhosa_004_27,isixhosa_004,[s] kwaXhosa bekufakwa yona [s] emqaleni wenja xa iya [s] kubulawa.
isixhosa_004_28,isixhosa_004,"[s] kukho la magama [s] iNdwe, impikwana, negwatyu, nomsila wengwe, [s] nesigqeba namanye."
isixhosa_004_29,isixhosa_004,"[s] yarola ingcola, yayifumbathisa esandleni sokunene kuNtimbo."
isixhosa_004_30,isixhosa_004,"[s] kwesi sithuba zivele zivele zaqa- zaqaqamba [s] iintaba, zeMowabi."
isixhosa_005_01,isixhosa_005,Xhosa.
isixhosa_005_02,isixhosa_005,[n] ngamashumi [n] mane anesibhon-.
isixhosa_005_03,isixhosa_005,ndingumntu oyindoda.
isixhosa_005_04,isixhosa_005,[n] [s] ngomakhale khukhu-.
isixhosa_005_05,isixhosa_005,"[s] sisibini [n] isingxi isinye isingxi, isinye [n] isine isihlanu."
isixhosa_005_06,isixhosa_005,"ngumhla, wethoba, kwinyanga, ka- June, ngomnyaka wewaka, amakhulu alithoba amashumi amahlanu anethoba."
isixhosa_005_07,isixhosa_005,nditshatile.
isixhosa_005_08,isixhosa_005,[um] kulali yaseDaziya [um] dolophu yaseMthatha.
isixhosa_005_09,isixhosa_005,ndihlala kwi dolophu yaseMthatha.
isixhosa_005_10,isixhosa_005,"oh, umkhono, emva kwentsimbi, yeshumi elinesibini."
isixhosa_005_11,isixhosa_005,"Y E E, [um] unobumba omkhulu u- M, K O M O."
isixhosa_005_12,isixhosa_005,ngumhla mash- mathathu ananye.
isixhosa_005_13,isixhosa_005,"liqanda, sisihlanu nesinye, isibhozo [n] isine isithandathu, isixhenxe, isithandathu, isibhozo isithandathu."
isixhosa_005_14,isixhosa_005,"iZiko loPhuhliso nobuManejala, laseMzantsi Afrika."
isixhosa_005_15,isixhosa_005,ngawo loo mnyaka ukhankanyiweyo [um] kukhe kwakho inkathazo apho komkhulu.
isixhosa_005_16,isixhosa_005,"wawakhiwe ngeeperile, nangamatye [n] anqabileyo."
isixhosa_005_17,isixhosa_005,esi silo siyimfene asisilo sakha safuywa emaXhoseni.
isixhosa_005_18,isixhosa_005,ayalusa amakhwenkwe.
isixhosa_005_19,isixhosa_005,ndiyindulula kwakusasa ngomso inqwelo nosapho.
isixhosa_005_20,isixhosa_005,"kulh- kuthe oku kubulawa kwale nkosana, ngamaQwathi, akwaze kuhlalwe kamnandi, kukumkani nakwi sizwe."
isixhosa_005_21,isixhosa_005,"Eyakwa Mgudlwa idudule, yanga, uNgobiya, iya kumfongqoza isingqe namathambo omqolo."
isixhosa_005_22,isixhosa_005,Godukani zizwe liphelil' ityala.
isixhosa_005_23,isixhosa_005,uxolo mlesi obekekileyo.
isixhosa_005_24,isixhosa_005,yathi intombi yakhe akutsho yamkhangela ilila.
isixhosa_005_25,isixhosa_005,idla utyan-.
isixhosa_005_26,isixhosa_005,"kolu hambo ke, kuhanjwa kancinane."
isixhosa_005_27,isixhosa_005,leyesithathu ndiyinkala phezu koStanley.
isixhosa_005_28,isixhosa_005,"omnye yena, ubecinga ukuhlala enkundleni, afe neenkomo zakowabo."
isixhosa_005_29,isixhosa_005,iyadubula nje ngentyatyambo.
isixhosa_005_30,isixhosa_005,nanamhla kuthiwa yindawo enengozi kumntu ohamba yedwa ngobusuku.
isixhosa_006_01,isixhosa_006,[n] isiXhosa [n].
isixhosa_006_02,isixhosa_006,iyi- fifty eight.
isixhosa_006_03,isixhosa_006,oh [n] indoda.
isixhosa_006_04,isixhosa_006,[n] umnxeba waphantse.
isixhosa_006_05,isixhosa_006,"stroke, [n] zimbini [n], [n] point u- enye, point two, stroke [n], sithandathu."
isixhosa_006_06,isixhosa_006,"ngo- March [s], zit- ndazalwa ngomhla wesithathu kwinyanga ka- March, nineteen fourty nine."
isixhosa_006_07,isixhosa_006,nditshatile.
isixhosa_006_08,isixhosa_006,zalelw' eMonti.
isixhosa_006_09,isixhosa_006,ndihlala kwisixeko sase- Johannesburg.
isixhosa_006_10,isixhosa_006,"[n] umkhondo, phambi kwentsimbi yesibini."
isixhosa_006_11,isixhosa_006,W A Z E L A.
isixhosa_006_12,isixhosa_006,"isithandathu, uMqangu."
isixhosa_006_13,isixhosa_006,"liqanda [n], inye, [n] sisixhenxe, sisithandathu, ngu- f- sisihlanu, sisithandathu [n], liqanda [s], inye liqanda ngu- [s] [n] bini."
isixhosa_006_14,isixhosa_006,iNkonzo yoNgeniso-mali yaseMzantsi Afrika iRiphablikhi yaseMzantsi Afrika.
isixhosa_006_15,isixhosa_006,"[n] wadudumisa i- i- izule, izule uYehova ophezu [n], konke, walikhupha izwi lakhe."
isixhosa_006_16,isixhosa_006,[n] avakele e- eduma amag- Ngwane esithi lahla.
isixhosa_006_17,isixhosa_006,"lenyoka kudala [n], iwafukame mile [s], i- iwufukamile umzi, namhla, mayigxothwe siyifuna, iphumile."
isixhosa_006_18,isixhosa_006,"u- u- [n], kanti, ngoku uze usele ucinge [n], icebo lokuyilwa, lenkunzi [s]."
isixhosa_006_19,isixhosa_006,"[n] nithula umthwalo, wenqanawa zenicace i- ningonqeni."
isixhosa_006_20,isixhosa_006,"[n] ukusuka apho indlela e- [s] isihambise, [s] ithuba [n] elinobomi, yaya kusifaka emweweni [n], onamatye namatyholo [s] oyikeka [um], oyikeka yo ogama [n], lingumFula weziHange apho [n] weenzakala khona umntu, owayesiya [n] eYerikho ngon-, ngokomzekeliso weNkosi"
isixhosa_006_21,isixhosa_006,"uthi abanye [n] ngothando, wesuka wawa [n]."
isixhosa_006_22,isixhosa_006,"kuthe [um], oku kwabulawa kwale, Nkosana ngamaQwathi aza, akwaze, kula- kuhlalwe kamnandi kul- kukumkani wa- [um], nakusizwe."
isixhosa_006_23,isixhosa_006,ze nilumkele eliqhosha.
isixhosa_006_24,isixhosa_006,zikho kanjalo nezingang- nezingazange zibe ntle [n].
isixhosa_006_25,isixhosa_006,"uthi gqi, [n] phandle weza, noVena nezicaka sakhe."
isixhosa_006_26,isixhosa_006,"unokuyiva ingwenya nezi kh- khali zobunzima, iintlanzi, kuwe."
isixhosa_006_27,isixhosa_006,umhambi a- angathi ngqa uku- akufika kweli lizwe.
isixhosa_006_28,isixhosa_006,zaya kuZwi- -Zwide zafika zamxelela konke.
isixhosa_006_29,isixhosa_006,injongo yezi ntlanganiso kukufuna elona cebo liya kulunga elu- ekulweni.
isixhosa_006_30,isixhosa_006,"yacaphuka yaza yajonga, eMpumalanga ndabona sele ityizisa iinyembezi, ibuye izisule."
isixhosa_007_01,isixhosa_007,siXhosa.
isixhosa_007_02,isixhosa_007,amashumi amathathu anesithoba.
isixhosa_007_03,isixhosa_007,ndingumntu wasetyhini.
isixhosa_007_04,isixhosa_007,ndithetha ngeselifoni.
isixhosa_007_05,isixhosa_007,"zimbini fullstop zimbini fullstop, inye [n], umgca, zisixhenxe."
isixhosa_007_06,isixhosa_007,"kumhla wesihlanu, ku- July."
isixhosa_007_07,isixhosa_007,anditshatanga.
isixhosa_007_08,isixhosa_007,eBhay- [n].
isixhosa_007_09,isixhosa_007,-seKapa.
isixhosa_007_10,isixhosa_007,icala emva kwentsimbi yesithathu.
isixhosa_007_11,isixhosa_007,I M B I Z A.
isixhosa_007_12,isixhosa_007,"amashumi amabini anesibini, Tshanzimpunzu."
isixhosa_007_13,isixhosa_007,-qanda isibini isibhozo iqanda iqanda isithandathu isine isine isixhenxe liqanda.
isixhosa_007_14,isixhosa_007,iNkonzo yoNgeniso-mali yaseMzantsi Afrika iRiphablikhi yaseMzantsi Afrika.
isixhosa_007_15,isixhosa_007,"thulani iminqwazi phambi kweNkosi, soda, soda siphume nini na kwezi nkohliso?"
isixhosa_007_16,isixhosa_007,"khawuyibone, imvubu endayenza."
isixhosa_007_17,isixhosa_007,impi igxothwa ngamadoda.
isixhosa_007_18,isixhosa_007,"unyana wam uyiguqule inkunzi [n] emnyama, yangumtsi omnye ukukhwela phezu kwakhe wamthi hlasi, ngentanyana wamkhahlela phantsi naye walala okofileyo."
isixhosa_007_19,isixhosa_007,zininzi iimbali ezimangaza abantu.
isixhosa_007_20,isixhosa_007,umhambi angathi nqa akufika kweli lizwe.
isixhosa_007_21,isixhosa_007,"wabaleka waya, [n] emaChunwini, kuMacingwana inkosi yamaCunu."
isixhosa_007_22,isixhosa_007,sathi sivakala isithonga kwathi thaphu umsi omhlophe ofana nokukhanya kwelanga.
isixhosa_007_23,isixhosa_007,"kodwa wagqiba ukuba abe naye, nokuba ngumntwana."
isixhosa_007_24,isixhosa_007,"ukusuka apho, indlela isihambise ithuba elinobomi yayo, yayo kusifaka emweweni, onamatye namatyholo oyikekayo."
isixhosa_007_25,isixhosa_007,"ogama linguMfula wezihange apho kwenzakala khona umntu owayesiya eYerikho [n], ngokomzekeliso weNkosi."
isixhosa_007_26,isixhosa_007,"akubanga phi seva kuhlokoma ixilongo sabona kwalapho, abamhlophe."
isixhosa_007_27,isixhosa_007,"wandihleka kanene umCirha akubona ndikhathazekile, ndigqiba ihotele leyo ndifunana [s] nebhotile."
isixhosa_007_28,isixhosa_007,"indoda leyo ikhe yalibala, ngaseMthatha iminyaka enga mashumi amathathu."
isixhosa_007_29,isixhosa_007,[n] sikuve kwalo- kuloo ncwadi ukuba awulunganga.
isixhosa_007_30,isixhosa_007,kufa abafazi nosapho nayo yonke into.
isixhosa_008_01,isixhosa_008,ilwimi lwenkobe sisiXhosa.
isixhosa_008_02,isixhosa_008,imashumi amane [n] nesithathu.
isixhosa_008_03,isixhosa_008,ndingumntu oyindoda.
isixhosa_008_04,isixhosa_008,ndithetha nge- [n] cellphone.
isixhosa_008_05,isixhosa_008,"ithi [n] inye, nekoma inye nekoma [n], ekugqibeleni ibe lithoba."
isixhosa_008_06,isixhosa_008,"ngomhla weshumi elinanye, kwinyanga yeshumi elinanye [n], ngo- nineteen sixty four."
isixhosa_008_07,isixhosa_008,[n] nditshatile.
isixhosa_008_08,isixhosa_008,ndizalelwe [n] eMkoli.
isixhosa_008_09,isixhosa_008,"ndihlala kwidolophu, yaseGauteng."
isixhosa_008_10,isixhosa_008,intsimbi yoqala.
isixhosa_008_11,isixhosa_008,"u- W no- A [n] no- Z, no- I."
isixhosa_008_12,isixhosa_008,isihlanu [n] uMsintsi.
isixhosa_008_13,isixhosa_008,"[um] u- not [n], u- one, u- one, u- zerom isihlanu isxhexe isibhozo [n] isibini isihlanu isibhozo."
isixhosa_008_14,isixhosa_008,"[n] iSebe loRhwebe noShishino [n], [n] kwiRiphabhliki yoMzantsi Afrika."
isixhosa_008_15,isixhosa_008,"kumhla [n] salila, loo mini wanga [n] uSandile ufe izolo."
isixhosa_008_16,isixhosa_008,"[n] ndiyindulula, kwakusasa ngomso inqwelo nosapho, ndiyindulula, kwakusasa ngomso inqwelo nosapho."
isixhosa_008_17,isixhosa_008,ndancedwa ngu- ngulo- ngulo mArabhu uqhuba imoto yethu.
isixhosa_008_18,isixhosa_008,"wandihleka kanene umCirha [n], akubona ndikhathazekile, ndigqiba [n] ihotele leyo ndifuna nebhotile."
isixhosa_008_19,isixhosa_008,"idla utyani, unokuyiva ingwenya, ngezikhali zokuminza intlanzi kuwe."
isixhosa_008_20,isixhosa_008,[n] siqale apha ukuzuzwa ubushushu.
isixhosa_008_21,isixhosa_008,"abanye bashuba, ingubo."
isixhosa_008_22,isixhosa_008,"akufananga nokukaNxe- akufanana- akufananga nokukaNxele, okuso- okusonjululweyo namhlanje."
isixhosa_008_23,isixhosa_008,"indoda leyo ikhe yalibala, ngaseMthatha iminyaka enga mashumi amathathu."
isixhosa_008_24,isixhosa_008,"izwi lakhe lavakala [n] phakathi kweLenge, neSandlulube."
isixhosa_008_25,isixhosa_008,"wada wabuhl- wabuhlutha, [n] umhlaba nobukhosi babo."
isixhosa_008_26,isixhosa_008,[n] sada sacinga ukuji-.
isixhosa_008_27,isixhosa_008,kumhla wafa ebulawa ngum- nguMdange.
isixhosa_008_28,isixhosa_008,"iintlobo ngeentlobo, zemikhosi zasemlungwini zas- zazi lapho, nesivatho, ezimbeje-mbeje silap-."
isixhosa_008_29,isixhosa_008,[n] sifuba sini esi [n] simthubi kodwa umzimba umdaka.
isixhosa_008_30,isixhosa_008,ayalusa amakhwenkwe.
isixhosa_009_01,isixhosa_009,isiXhos-.
isixhosa_009_02,isixhosa_009,[n] ndinamashumi amathathu anesibini.
isixhosa_009_03,isixhosa_009,ndingumntu [n] oyindoda.
isixhosa_009_04,isixhosa_009,ndithetha [n] ngomnxeba waphans-.
isixhosa_009_05,isixhosa_009,"[n] nye point, nye [n], dot, nye dot nye, dot, zimbini [n], and then ten, [s] [n]."
isixhosa_009_06,isixhosa_009,[n] yesibhozo.
isixhosa_009_07,isixhosa_009,[s] [n] nditshatile kodwa.
isixhosa_009_08,isixhosa_009,ya ekuthiwa kuseNgwaqa Eastern Cape.
isixhosa_009_09,isixhosa_009,[n] Johannesburg.
isixhosa_009_10,isixhosa_009,"ntsimbi, [n] yokuqala."
isixhosa_009_11,isixhosa_009,O N G O M N Y E.
isixhosa_009_12,isixhosa_009,"thathu, eKwindla."
isixhosa_009_13,isixhosa_009,"zero five six [n], two zero [n] six, two three five four."
isixhosa_009_14,isixhosa_009,iSebe leNkonzo ka Rhulumente noLwawu- nolawulo.
isixhosa_009_15,isixhosa_009,siphume kwi- kwi- kwin- kwintaba yemigquma sijikela ngam- ngomfula [n] weKigxoni.
isixhosa_009_16,isixhosa_009,"uphuma esizalweni [n], sikabani na?"
isixhosa_009_17,isixhosa_009,iyadubula nje [n] nge- ngentyatyam-.
isixhosa_009_18,isixhosa_009,"inga-, igataruzis- [n] igatari- ingatarhuzisa, kanene na kuwe, ithetha amazwi athembil- athembe- athembileyo."
isixhosa_009_19,isixhosa_009,"ndizabika- [n] nd- ndiza- [n] ndizibika, [n] kuThixo wam, waliva ilizwi lam."
isixhosa_009_20,isixhosa_009,"ixesha logqo- logqotso xa, iimbaleki zazixatyiswa-, zazixatyisiwe lise, laxhatshwa zizinja."
isixhosa_009_21,isixhosa_009,"yeka ke, i- i- yeka ke impi kaDiko, ukulwe-, ukulwa, kwayo, yinto [n], [n] yinto engenan-, [n] yinto [n] engenay- e-, yinto engenathe msinqa-, naseNkosi-, naseNkosini ubu- ubu- ubume ubume [n] obunjalo."
isixhosa_009_22,isixhosa_009,"ngezan- n- ngezandlana zakho, ezicele- cekena-."
isixhosa_009_23,isixhosa_009,"wayibamba indoda, indoda unga- ungabi siyi- sayiyeka."
isixhosa_009_24,isixhosa_009,"uyikhuleke- uyikhulekele, [n] intombazana, uthi masithini na, ukuthetha mfo [n] kaYuzi?"
isixhosa_009_25,isixhosa_009,"naku nje noNyawuza, uku- ukutlu- ukubizele, nam m-, ukubizele namhlanje."
isixhosa_009_26,isixhosa_009,"[n] uze-, loKumkani, exhobe uxolo."
isixhosa_009_27,isixhosa_009,"equle e-, equle uthando ephethe nakhona i- [n], ephet- ephethe nakhol- nakholo."
isixhosa_009_28,isixhosa_009,"[n] ntlalela, yendlela zikaThixo [n], isikile loo nda- loo ndembelele [n], yesigisa- yesi- yesingisa."
isixhosa_009_29,isixhosa_009,"ubuhle beli xesha butsho noJinoyi [n], omdaka oz- [n] azibone ubuntu."
isixhosa_009_30,isixhosa_009,"kufiki- [n] kufike, impukane yathi [n] minxi endlebeni, kuNdla-, kuNdlambe esithi inkosikazi ihamba, ezindle [n] ngokoyika ngokoyi-."
isixhosa_010_01,isixhosa_010,is'Xhosa.
isixhosa_010_02,isixhosa_010,iminyaka ingamashumi abile anesine.
isixhosa_010_03,isixhosa_010,ndingumntu wasetyhini.
isixhosa_010_04,isixhosa_010,silithetha nge cellphone.
isixhosa_010_05,isixhosa_010,"nye [n] chaphaza bini chaphaza nye, mgca nye nye."
isixhosa_010_06,isixhosa_010,"[n] oh ng'zalwe ngo- ng'zalwe ngomhla wamashumi amabini anesine [n], kwinyanga yesithupha [n], ngonyaka, wewaka elinamakhulu asithoba anamashumi asibhozo anesine."
isixhosa_010_07,isixhosa_010,ang'shatanga.
isixhosa_010_08,isixhosa_010,ng'zelelwe [n] eBhayi.
isixhosa_010_09,isixhosa_010,ng'hlala [n] ePitoli.
isixhosa_010_10,isixhosa_010,umkhono kambi kwentsimbi yeshumi elinanye.
isixhosa_010_11,isixhosa_010,"ngu N, [n] no D, no [n] I, no C, no I, no N, no I, no S, no E, no K, no L, I, no L, no E."
isixhosa_010_12,isixhosa_010,ngowesine kwinyanga yoMunga.
isixhosa_010_13,isixhosa_010,"[n] inombolo e landelayo, liqanda, sisihlanu, sisibini, sisibini, sisihlanu, sisithathu, sithathu, sisibini, liqanda, sisine."
isixhosa_010_14,isixhosa_010,iSebe lezeMihlaba [n] iRiphablikhi yaseMzantsi Afrika.
isixhosa_010_15,isixhosa_010,"langa alithethi nto, kanti liyolela ngezimnandi nezimbi."
isixhosa_010_16,isixhosa_010,"kule ndlela yokubuya ke, [n] uhambe phambi- uha- uhambe kwaphambili [n], uFarabe kwanje [n] ngokwangaphambili."
isixhosa_010_17,isixhosa_010,kuthiwa woyisiwe ligorha leZulu.
isixhosa_010_18,isixhosa_010,"kuphelile ukufa, sacima isihogo."
isixhosa_010_19,isixhosa_010,funa yimbi inkwenkwana.
isixhosa_010_20,isixhosa_010,"imini nobusuku, wazamana neenyembezi."
isixhosa_010_21,isixhosa_010,nanko uPhalo ezakhela umzi wakhe eNxaxho.
isixhosa_010_22,isixhosa_010,"isukile loo ndembelele yasingisa, kuWele, ongundimangele."
isixhosa_010_23,isixhosa_010,impi igxothwa ngamadoda.
isixhosa_010_24,isixhosa_010,inkxaso yemali ivela kwimithombo eyahlukeneyo.
isixhosa_010_25,isixhosa_010,"kufike impukane yathi, mingi endlebeni kuNdlambe, isithi inkosikazi ihamba ezindle, ngokoyika."
isixhosa_010_26,isixhosa_010,"ufike, loo mntu exwebile, kubonakala ukuba uphuma apho kukubi."
