File ID,Subfolder,Transcription
isizulu_003_03,isizulu_003,[s] [n] owes'fazane.
isizulu_003_04,isizulu_003,[s] ucingo olujwayelekile.
isizulu_003_05,isizulu_003,[s] one two one three.
isizulu_003_06,isizulu_003,[s] lingo Julayi.
isizulu_003_07,isizulu_003,no [n].
isizulu_003_08,isizulu_003,-a [n] nineteen eighty six.
isizulu_003_09,isizulu_003,[s] eThekwini.
isizulu_003_10,isizulu_003,[s] yehora emva kwehora lesihlanu.
isizulu_003_11,isizulu_003,[um] [s] zilimi.
isizulu_003_12,isizulu_003,[s] u- fourteen kuZibandlela.
isizulu_003_13,isizulu_003,"[s] oh seven six, six five one, zero three, six two."
isizulu_003_14,isizulu_003,uMnyango [n] wezokuThutha.
isizulu_003_15,isizulu_003,[s] umzimba wami wawudidizela sengathi ngingenwe imfiva.
isizulu_003_16,isizulu_003,[um] yena wasala elele ja phezu kwedwala.
isizulu_003_17,isizulu_003,"umhlaba wonke wawahalalisela amaMelika, watusa nobuqhawe bezinsizwa zakhona."
isizulu_003_18,isizulu_003,basuka entabeni [n] yasef- yasef- [um] Sheferi [s] bamisa eHatara.
isizulu_003_19,isizulu_003,"[s] ngosuku lwesishiyagalombili uGam- uGamalayeli, indodana kaPedasuri umholi wabantwana, bakwaManase."
isizulu_003_20,isizulu_003,wasala [s] yedwa uJakobe kwam- kwabambana naye umuntu kwaze kwasa.
isizulu_003_21,isizulu_003,ndoda habe [n] uyab- uyabuza khona ukubuza [n] baba.
isizulu_003_22,isizulu_003,[s] esizweni sabantwana bakwaDani umholi uBuk- uBuki indodana kaJogili [n].
isizulu_003_23,isizulu_003,"[s] lezi zingqalabutho, kwakungo Neil, Armstrong, Edwind, Aldrin kanye no Michael Collins."
isizulu_003_24,isizulu_003,"ngiluthwe, ngahehwa yi- [s] yizichwe ngamatshe ayigugu kanti zifuna ukungithumba zingenze isigqil- [n]."
isizulu_003_25,isizulu_003,"isinyathelo sokuqala sokuba [s] kufundwe, buthula isigatshana leso esiqukethe lezi zenzo [n]."
isizulu_003_26,isizulu_003,"[s] ngiyakuthuma iminyovu phambi [s] kwakho eyakuxosha amaHivi, namaKhanani namaHeti phambi kwakho."
isizulu_003_27,isizulu_003,[s] mamo yinkonyane yendlovu ibhajwe [n] odakeni.
isizulu_003_28,isizulu_003,"abanye abathola [s] ubunzima obukhulu yilabo ababefake amadiphozi, [n] [s] okwetsheleka ima- izimali."
isizulu_003_29,isizulu_003,"ngosuku lwesishiyagalombl- inyanga yeJwabu, lakhe [n] liyakusokwa."
isizulu_003_30,isizulu_003,"[s] Lethiwe iNkosi, ayimlahli umuntu Vuyiswa."
isizulu_004_01,isizulu_004,isiZulu.
isizulu_004_02,isizulu_004,thirty one.
isizulu_004_03,isizulu_004,wes'fazane.
isizulu_004_04,isizulu_004,ucing' olujwayelekile.
isizulu_004_05,isizulu_004,"[um] [s] it's one, point two, point two, four."
isizulu_004_06,isizulu_004,twenty four Agasti.
isizulu_004_07,isizulu_004,[n] cha [n].
isizulu_004_08,isizulu_004,-a ngomhlaka- twenty four [s] ku- ku- kuNtulikazi.
isizulu_004_09,isizulu_004,[s] e- Johannesburg.
isizulu_004_10,isizulu_004,[n] yikwata yehora emva kwehora lomkhothi.
isizulu_004_11,isizulu_004,Z E S I Z W E.
isizulu_004_12,isizulu_004,zingamashum' amabili kuZibandlela.
isizulu_004_13,isizulu_004,"oh three, seven, zero seven, two seven three six eight."
isizulu_004_14,isizulu_004,uMnyango wezemisebenzi.
isizulu_004_15,isizulu_004,"umkhawulo wabantwana [s] bakwaRubeni wawuyiJordani, [s] nogu lwalo yo."
isizulu_004_16,isizulu_004,[n] [s] sithe sithekelile ke nathi ezincwadini eziningi zemfundo.
isizulu_004_17,isizulu_004,"[s] bahleka oTajewo, noMeroro, lapho bezibona [s] ubuphukuphuku bokukhohlwa imvelo."
isizulu_004_18,isizulu_004,ithe ukuba izwe lomsindo yasondela ngasemnyango kaQoveqove.
isizulu_004_19,isizulu_004,"babambana no- Professor, ba- [s] bagomothelana kwaba yizibhodongo."
isizulu_004_20,isizulu_004,"umhlaba wonke wawahalalisela, [s] amaMelika, watusa nobuqhawe bezinsizwa zakhona."
isizulu_004_21,isizulu_004,"laba bangabantwana baka Ana, [n] ngoDishani no Oholibana indodakazi ka Ana."
isizulu_004_22,isizulu_004,u Ole Gilosho ebhekisa amabombo ekhaya.
isizulu_004_23,isizulu_004,ngiyakulenza izwe libe yincithakalo izitha zenu ezihlala kulo ziyakumangala ngakho.
isizulu_004_24,isizulu_004,"kodwa ukuhlehla, kwayo kunokuxwaya okuthile."
isizulu_004_25,isizulu_004,gi gi gi gi gi kwasho izigi phandle.
isizulu_004_26,isizulu_004,abantwana bakwa Israyeli basuka [n] eRamsesi baya [s] eSukoti.
isizulu_004_27,isizulu_004,kanti futhi izingane zethu zizokhululeka ziphile impilo yezingwe ezinye.
isizulu_004_28,isizulu_004,yathi ukupaqupaquza inhlwathi kodwa kwanhlanga zimuka nomoya nje.
isizulu_004_29,isizulu_004,"kwaba ngukuhlwa kwaba, ngukusa usuku lwesithupha."
isizulu_004_30,isizulu_004,"kukhona okuthile okubi- okubi ez- ezikuqondile ngale- ngalelisu [n] lazo, lamazwi uyawacabanga akaze akawaphimisel-."
isizulu_005_01,isizulu_005,[n] isiZulu.
isizulu_005_02,isizulu_005,[n] mashumi amabili nane.
isizulu_005_03,isizulu_005,[n] wesilisa.
isizulu_005_04,isizulu_005,e umakhal' ekhukhwini.
isizulu_005_05,isizulu_005,"yiqanda, yisikhombisa i- kubili intathu, [n] shakalo-."
isizulu_005_06,isizulu_005,"usuku lokuzalwa [n] [um] yishumi nambili enyangeni yesishakalombili, no- nineteen eighty three."
isizulu_005_07,isizulu_005,cha angishadile.
isizulu_005_08,isizulu_005,"ne Tshumi nambili enyangeni yesishagalombili, nineteen eighty three."
isizulu_005_09,isizulu_005,khona lapha e- Potch.
isizulu_005_10,isizulu_005,ezimpondweni.
isizulu_005_11,isizulu_005,[n] ufunde.
isizulu_005_12,isizulu_005,"shumi nambili, Uhlaba."
isizulu_005_13,isizulu_005,"yiqanda isishagalo- iqanda isikhombisa kubili, kuthathu ushagalombili, ishagalolunye ntathu, ne hlanu yiqanda."
isizulu_005_14,isizulu_005,uMnyango [n] wezeMfundo.
isizulu_005_15,isizulu_005,"[n] noMusa yini ngimbone, sengathi, ukhathazekile nje?"
isizulu_005_16,isizulu_005,"[n] Vuyiswa, [n] mina bakwethu ngithi asith- asithenge ibhokisi, lika R."
isizulu_005_17,isizulu_005,"[n] Vuyiswa mina ngino R kuphela, [n] ebhange."
isizulu_005_18,isizulu_005,"[n] Lethiwe sizocebisana ngokuthi, izovelaphi enye imali."
isizulu_005_19,isizulu_005,"[n] imifino, ibe ngu R [n] izinkuni namalahle kungaba ngu R."
isizulu_005_20,isizulu_005,"-thwe ake ngiye ngasekhaya, ngizobuya khona m-."
isizulu_005_21,isizulu_005,"lethiwe iNkosi, ayimlahli [n] umuntu, Vuyisw-."
isizulu_005_22,isizulu_005,"[n] izinto zokuhambisa, isidumbu nomufi zibiza enye [n] imali."
isizulu_005_23,isizulu_005,"lethiwe hhayi, impela kuni kunizumile ukufa Vuyiswa."
isizulu_005_24,isizulu_005,"[n] Catherine, bengizocela ukushayela ubaba [n] ucingo baba."
isizulu_005_25,isizulu_005,Mfeka [n] akungiphe imfudo i- i- imfaduko lapho nges- ngesule iz- izandl-.
isizulu_005_26,isizulu_005,"ndoda habe, uyabuza khona ukubuza baba."
isizulu_005_27,isizulu_005,"ndoda awuvule, ifiliji akhiphe udilinki."
isizulu_005_28,isizulu_005,"[n] phototypesetting in P T by, Dieter [um] z- Zimmermann L T D."
isizulu_005_29,isizulu_005,"[n] amaxoxo ayaxokozela laphaya, osebeni, lwemifundla-."
isizulu_005_30,isizulu_005,bamhlenga izinsuku [n] ezintathu elokhu elele njengomuntu ofile.
isizulu_006_01,isizulu_006,isiZulu.
isizulu_006_02,isizulu_006,-me amashum' ama- amane.
isizulu_006_03,isizulu_006,[s] wesilisa.
isizulu_006_04,isizulu_006,[n] ucingo olujwayelekile.
isizulu_006_05,isizulu_006,two u- one u- two six.
isizulu_006_06,isizulu_006,thirty one [s] May two thousand I mean [um] nineteen sixty seven.
isizulu_006_07,isizulu_006,[n] yebo.
isizulu_006_08,isizulu_006,"ngazalwa ngeyi- thirteen Agasti, [s] [n] nineteen sixty seven."
isizulu_006_09,isizulu_006,eFilidi e- Vryheid.
isizulu_006_10,isizulu_006,seligamenxe elesishagaloluny-.
isizulu_006_11,isizulu_006,"Y, O M F A Z I."
isizulu_006_12,isizulu_006,amashumi amabili nesishagalombili uNdas-.
isizulu_006_13,isizulu_006,yiqanda kunye kunye kuthathu sishagalombili [s] kuthathu isithupha kuhlanu isikhombisa [n] sishagalombili.
isizulu_006_14,isizulu_006,uMnyango wezeMfundo.
isizulu_006_15,isizulu_006,"kwaze kwafika ithuba lokuba, [s] kube, yimbulumakhasana eyeqayo."
isizulu_006_16,isizulu_006,ithe ukuba izwe lomsindo yasondela ngasemnyango kaQoveqove.
isizulu_006_17,isizulu_006,"ukhuleka nje ulokhu eqongqotha idwala leli, ngodondolo lwakhe."
isizulu_006_18,isizulu_006,"lokho kwakungokokwahlukaniselwa, [s] kwe altare lapho lase ligcotshiwe."
isizulu_006_19,isizulu_006,eceleni nje kwechibi [s] bayibona [n] iKileku [um] Oyilepu.
isizulu_006_20,isizulu_006,mama kwenzenjani Dolly mntanami?
isizulu_006_21,isizulu_006,[s] laze lafika lama ngasefokozini lapho uChakijana ayeqonde ukuba lime khona.
isizulu_006_22,isizulu_006,"futhi ngifuna isipho esinqabile esingajwayelekile hhayi [s] umtum-, umtucum-."
isizulu_006_23,isizulu_006,"[s] Ntombela yini yona leyonto, ukwehla kwemali?"
isizulu_006_24,isizulu_006,[s] yonke lento oTajewo noMeromo bayibuka basebemhlaneka [s].
isizulu_006_25,isizulu_006,[s] yiyo lendlela ebizwa ngokuthi i- Proyset method.
isizulu_006_26,isizulu_006,"abantwana bakwaJosefa, oManase, noEfrayimi base belidla ifa labo."
isizulu_006_27,isizulu_006,"ah silima ndini, ucabanga ukuthi angazi hhe?"
isizulu_006_28,isizulu_006,"kuthe lapho oTajewo noMoremo, [n] [s] besakha isu bethuswa ukubhonga kwebhubesi."
isizulu_006_29,isizulu_006,lona iqanda lelo [s] bazo- bazolithatha kanjani ngaphansi kokhozi Iwensikazi?
isizulu_006_30,isizulu_006,wayethi nje chokochoko [s] abese eyeka.
isizulu_007_01,isizulu_007,isiZul- [n].
isizulu_007_02,isizulu_007,fourty [n] four.
isizulu_007_03,isizulu_007,[n] ngingowesifazan-.
isizulu_007_04,isizulu_007,[n] umakhal'ekhukhwini.
isizulu_007_05,isizulu_007,"[n] kubili, kubili, kunye, kuyisikhombis-."
isizulu_007_06,isizulu_007,[n] lingo- February.
isizulu_007_07,isizulu_007,[n] angishadil-.
isizulu_007_08,isizulu_007,[n] ngazalwa ngo- nineteen sixty three.
isizulu_007_09,isizulu_007,"ngihlal, e- Vryheid [n]."
isizulu_007_10,isizulu_007,seligamenxe ele- [n] elomkhothi.
isizulu_007_11,isizulu_007,"[n] Y, A, S, H, O, N, A, [n] P, [n] H [n] I."
isizulu_007_12,isizulu_007,"amashumi amabili nesithupha, uNtulikaz- [n]."
isizulu_007_13,isizulu_007,"yiqanda, yisithupha, kubili, [n] kuthathu, kuthathu, kune, yiqanda, [n] kubili, kune, kunye."
isizulu_007_14,isizulu_007,uMnyango wezokuThutha.
isizulu_007_15,isizulu_007,"kuthiwa nguwe kanye, Mfundisi ofunekayo [n]."
isizulu_007_16,isizulu_007,ilanga leli alishis- alishisi nje li- linomuntu phansi.
isizulu_007_17,isizulu_007,"wafa uSamla uShawule [n] waseRehohobi, ngasemfuleni waba yinkosi, esikhundleni sakh-."
isizulu_007_18,isizulu_007,"khonzani abantu, bakaMahori, uyise kaShekemi."
isizulu_007_19,isizulu_007,"kwaMerari kwavela umndeni waba wamaHa- wamaMaheli nomndeni wamaMushi, yileyo eyimindeni yamaMerari."
isizulu_007_20,isizulu_007,"basuka oHag- oHagihagi-, bamisa e Jolda- e- e- eJolbakha."
isizulu_007_21,isizulu_007,"Dolly, he, he, ngisemncane m- ma ukuba ngingacabanga ngalokho."
isizulu_007_22,isizulu_007,"umgodi wogage, lowo wahlala, obala."
isizulu_007_23,isizulu_007,"wasala yedwa uJakobe wabam- kwabambana naye umuntu, kwaze kwasa."
isizulu_007_24,isizulu_007,"[n] noma ke, zizining- izindlela, kazyikuya- kufana nempumelelw- nase empumelelweni yokufeza izinjongo."
isizulu_007_25,isizulu_007,"lendlela kaDoke yinhle kakhulu, ekuhleleni ulimi inobuciko bes- [n] besayens-."
isizulu_007_26,isizulu_007,"imoto yomyeni wakho iyaziwa, iboniwe futhi."
isizulu_007_27,isizulu_007,"dabula uThembi, ubemnco- u- ubencoma okuncane nje phela."
isizulu_007_28,isizulu_007,"im- izimemo zemishado namacece, okubungaza zingathunyelwa ngamakhad-."
isizulu_007_29,isizulu_007,"Nkonzo, mntanami yini kodwa kangaka?"
isizulu_007_30,isizulu_007,"wahlala ehlane lasePharanu unina wamthathela umfazi, [n] ezweni laseGibithe."
isizulu_008_01,isizulu_008,[n] isiZulu.
isizulu_008_02,isizulu_008,fourty nine.
isizulu_008_03,isizulu_008,ngingowesifaza-.
isizulu_008_04,isizulu_008,ucingo [n] olujwayelekil-.
isizulu_008_05,isizulu_008,"[n] kubili unci, ku- kubili unci, kubili unci [s], isishagalombili."
isizulu_008_06,isizulu_008,four March.
isizulu_008_07,isizulu_008,e- e- [n] ngumfelokaz-.
isizulu_008_08,isizulu_008,"[s] nineteen fifty eight, [n] oh three, oh four."
isizulu_008_09,isizulu_008,[n] e- Daveyton.
isizulu_008_10,isizulu_008,yikwata yehora ngaphambi kwehora lesishiyagalombili.
isizulu_008_11,isizulu_008,"yezinsizwa, Y, [s] E, N, S, I, [n] Z W A."
isizulu_008_12,isizulu_008,"twenty eight uNdasa [n] [s], amashum' amabili nesishiyagalombili, uNdasa."
isizulu_008_13,isizulu_008,"oh shagalolunye la, oh angiboni [n] kahle mos- ngathi- shagalolunye, [n] uNdasa yini [n] u- u- March."
isizulu_008_14,isizulu_008,"[s] iqanda, i- isikhombisa, isishiyagalombili, isishiyagalombili, iqanda, kuthathu, kune, iqanda, kuhlanu, bese kuba elinye iqanda."
isizulu_008_15,isizulu_008,"[s] phela uyoba [n] ukudla, kokhozi [n] namachwane alo."
isizulu_008_16,isizulu_008,"zonke izinsuku, [s] ubani engumna- [n], ee angiboni mina [n] engumNaziri oh, zonke izinsuku engumNaziri, ka Jehova, akayi kusondela esidunjini [s]."
isizulu_008_17,isizulu_008,"incwadi ibhalwa ngolimi oluxoxekayo okusho ukuthi, yindaba exo- exoxwayo."
isizulu_008_18,isizulu_008,"ngabe unem- [n], [s] una- ey- a- [n] unalo isu, olicabangayo [s] yini, Taj- [n] Tajewo."
isizulu_008_19,isizulu_008,"[s] Catherine, bengizocela ukushayela ubaba ucingo, baba."
isizulu_008_20,isizulu_008,"[s] acingwa, acingwa, uChakijane lize [s], ligcine selimtshope- ibhubesi, [s] e kheli selimtholile ibhubesi."
isizulu_008_21,isizulu_008,"[s] lokho kwakungokokwahlukaniselwa, kwe altare lapho, lase ligcotshiwe."
isizulu_008_22,isizulu_008,"[s] isinyathelo [s] sokuqala, ngukuba kufundwe, buthule isigatshana leso esiqukethe, [n] lezi zenzo."
isizulu_008_23,isizulu_008,"[s] [n] ufike, wachela, uTajewo, [n] ngezintelezi zokumvikela, [n] nokumhlanza futhi."
isizulu_008_24,isizulu_008,"[n] [s] ukhuleka nje, ulokhu, enqonqotha, idwala leli ngodondolo lwakhe [n]."
isizulu_008_25,isizulu_008,"[s] [n] kuko- kukhona okuthile okubi, ezikuqondile ngales- ngalelisu, lazo lamazwi, uyawacabanga akaze awaphimisela."
isizulu_008_26,isizulu_008,"amadodana kaJakobe ayesefica ababuleweyo, [s] aphanga umuzi ngokuba, babengcolisile udadewabo."
isizulu_008_27,isizulu_008,"[n] [s] izisho nazo, zingathathwa njengezaga, ngokuthi zingamagama ahlakaniphile, olimini."
isizulu_008_28,isizulu_008,mtshele ukuthi [s] asizosatshiswa ngegama likaNkulunkulu [s] thina.
isizulu_008_29,isizulu_008,"kwathi u- Israel esenama- esenamandla, [n] wawasebenzisa, [n] [s] amaKhanani kepha, [n] angiboni-ke ma- akawaxoshanga nokuwaxosha."
isizulu_008_30,isizulu_008,"[s] emva kwesikhashana, bazibona sebece- sebegebise [s] amakhala kanye kanye."
isizulu_009_01,isizulu_009,[n] isiZu- [n].
isizulu_009_02,isizulu_009,twenty eigh-.
isizulu_009_03,isizulu_009,[s] silisa [n].
isizulu_009_04,isizulu_009,-khal' ekhukhwi-.
isizulu_009_05,isizulu_009,"[s] kunye, chashaza kunye, chashaza kunye, [n] na- [um] [n] what is na."
isizulu_009_06,isizulu_009,nca.
isizulu_009_07,isizulu_009,"[n] [um] Januwari, January even in [n] Zulu we write that."
isizulu_009_08,isizulu_009,[s] angikashadi.
isizulu_009_09,isizulu_009,[n] ngo- nineteen [n] seventy nine.
isizulu_009_10,isizulu_009,Malahlen-.
isizulu_009_11,isizulu_009,"yikwata ye- yo- yi- yi- yikwata yehora, ngaphambi kwehora."
isizulu_009_12,isizulu_009,"[n] ok Y, A, M, E, H L, L, O."
isizulu_009_13,isizulu_009,uNtulikazi [s].
isizulu_009_14,isizulu_009,"[n] iqanda iqanda kuthathu kuthathu, kune kunye kubili kubili, kuthathu, isikhombisa."
isizulu_009_15,isizulu_009,iSevisi yezoMshoshaphansi yeNingizimu Afrika.
isizulu_009_16,isizulu_009,"wamzonda n-, wamzonda njalo-ke, uNatana u-Onyesha."
isizulu_009_17,isizulu_009,"lokho kwakungukwahlukaniselwa kwe altare lapho, lase ligcotshiwe [n]."
isizulu_009_18,isizulu_009,"lethiwe ake n-, ngiye ngasekhaya ngizobuya khona manje."
isizulu_009_19,isizulu_009,"acingwe acingwe uChakijana, lize ligci- gcine, selimtholile ibhubesi."
isizulu_009_20,isizulu_009,"phezu kweb- kwebandla lesizwe sabantwana bakwaNafetali, kwakungu-Ahira indodana ka-Enani."
isizulu_009_21,isizulu_009,"ah, silima ndini, ucabanga ukuthi angazi hhe?"
isizulu_009_22,isizulu_009,"Mero- Meromo, mngane wami, asiziyeke lezo."
isizulu_009_23,isizulu_009,"kwaMerari kwavela umndeni wa- [n] wamaHeli, nomndeni, wamaMushi yileyo, eyimindeni yamaMerari."
isizulu_009_24,isizulu_009,"uma kunje, nawo uMnyango weMfundo, ungeke waphumelela, ngamakomiti awo."
isizulu_009_25,isizulu_009,"ngalendlela [s], ngokuhamba kwesikhathi bayafunda [n] ukuyifenye- -ufe- ukufinyeza."
isizulu_009_26,isizulu_009,"emva kokuthola lezi zinto, was- waseyocaba- cambalala phansi kwemithi."
isizulu_009_27,isizulu_009,"likhona nevolovolo, leli ahambe nalo umlungu."
isizulu_009_28,isizulu_009,"insumansumane, ejwayelek-, ejwayelek- nje, lena exoxa ngokudabuka kokufa."
isizulu_009_29,isizulu_009,"ingelosi kaNku- kaNkulunkulu yamemeza, kuHagari, isezulwini yathi kuye, Kuyini Hagari."
isizulu_009_30,isizulu_009,"wo, phela lowo, mntanami, usaba ukuganga."
isizulu_009_31,isizulu_009,"lenkomazi, inebele elikhul-."
isizulu_009_32,isizulu_009,"eduze nje, naye kunomvemve, obomvana [s]."
isizulu_010_01,isizulu_010,isiZulu.
isizulu_010_02,isizulu_010,oh twenty [n] two [n].
isizulu_010_03,isizulu_010,[n] -wesilisa.
isizulu_010_04,isizulu_010,[s] [n] ucingo olujwayelekile.
isizulu_010_05,isizulu_010,"[s] kunye ichashazi, kubili, [n] [um] kuyishumi."
isizulu_010_06,isizulu_010,"ngazalwa, [s] ngonyaka, ka- nineteen eighty five, ko- kuNdasa."
isizulu_010_07,isizulu_010,angishadile.
isizulu_010_08,isizulu_010,"[s] mhla zingamashumi amabili nesekhombisa [n], enyangeni kaNdasa."
isizulu_010_09,isizulu_010,ngihlal' e- Pietermaritzburg [n].
isizulu_010_10,isizulu_010,"yikwata yehora, ngaphambi kwehora lesishiyagalombili [n]."
isizulu_010_11,isizulu_010,"Z, E, D, D, L, U, A."
isizulu_010_12,isizulu_010,u- [um] [n] kubili kuNtulikazi.
isizulu_010_13,isizulu_010,aa- [s] [n] iqanda isithupha [n] kunye [s] kunye iqanda isishiyagalombili kubili kunye kuhlanu.
isizulu_010_14,isizulu_010,"uMnyango, we- wezaBasebenzi bakaHulumeni, nokuPhatha."
isizulu_010_15,isizulu_010,"laze lafika, [n] lama ngas- [s] ngasefokozini lapho, uChakijana, ayeqonde ukuba, lime khona."
isizulu_010_16,isizulu_010,"[s] wahle wazibonela ukuthi, usefike, emuva kwendaba."
isizulu_010_17,isizulu_010,yiyo lendlela ebizwa ngokuthi Proyset method.
isizulu_010_18,isizulu_010,"insumansumane eyejwayelekile nje lena, exoxa, [s] ngokudabuka kokufa."
isizulu_010_19,isizulu_010,"[s] kepha, u Adoni Bezeki, [n] wabaleka, bamxosha, bambamba, bamnquma izithupha, zowoqukulu-."
isizulu_010_20,isizulu_010,"wathi eqeda, ukuyilanda eyakhe, imxukuza imxukuza, wayesegi- wayesejikile, engase yena, [s] lowaya owayese- owayesekhicileka."
isizulu_010_21,isizulu_010,"Mbhense, waye Mbhense wayefuna lokho nje, ingani wayevele, efuna lokho."
isizulu_010_22,isizulu_010,"noRebeka, wakamisa, amehlo akhe, esembonile u Isaka, wehla [s] ekamelweni"
isizulu_010_23,isizulu_010,"ngalendlela, [n] ngokuhamba kwesikhathi, bayafunda ukuyi- ukuyifinyeza."
isizulu_010_24,isizulu_010,"uSigonyela wafika ekhaya evela ngaseMagogo, wathola koku- wathola kukubi abantu behlalele, ovalweni."
isizulu_010_25,isizulu_010,"uzimelele, uzimelele, [s] ngobhoko, unyawo ulubeke phezu kwedolo, lomunye umlenze."
isizulu_010_26,isizulu_010,"waqoma insizwa yaseQhudeni, e- uSigonyela Ximba [s]."
isizulu_010_27,isizulu_010,"[s] nanguya, ewusa ithafa, uSolongo, ezimboze ngengubo endale mahlombe."
isizulu_010_28,isizulu_010,"[s] Dolly, Hawu, Nkosi yami, akuyi- akuyilona."
isizulu_010_29,isizulu_010,"avele aveze iwashi, uQoveqove, angakhulumi."
isizulu_010_30,isizulu_010,"[s] isiZulu, A, ikugcizelela kahle lokhu [n], ukubundiswa kolimi."
isizulu_011_01,isizulu_011,isiZulu [n].
isizulu_011_02,isizulu_011,eyi- thirty five.
isizulu_011_03,isizulu_011,ngingowesifazane [n].
isizulu_011_04,isizulu_011,[n] kumakhal' ekhukhwini.
isizulu_011_05,isizulu_011,"isiZulu, uphawu, kunye, ungqi, kubili, ungqi, kunye, isiphawu, i- ishumi nanye."
isizulu_011_06,isizulu_011,yebo lingo- September.
isizulu_011_07,isizulu_011,angishadile.
