ID,wav,duration,spk_id,age,transcript
siswati_007_28_33,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_007\siswati_007_28.wav,11.44,siswati_007,44,sibhikivane [n] eyi uyati kodvwa udlala kabi mani sulumane ungetfuka sowulimete sowulimete nje
siswati_196_14_34,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_196\siswati_196_14.wav,8.18,siswati_196,34,[n] abecwabita abuye acimete azame butfongo ku kute aphumute tinhlungu letimphetse
siswati_169_26_35,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_169\siswati_169_26.wav,4.2,siswati_169,36,uyati kutsi se usedvute nelidolobha lase white river
siswati_015_06_36,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_015\siswati_015_06.wav,4.13,siswati_015,52,tilishumi nakune enyangeni yendlovana
siswati_133_25_37,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_133\siswati_133_25.wav,9.0,siswati_133,38,[s] beyivama kucaphela kutsi sivalo nemafasitelo avaleke ngci
siswati_150_17_38,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_150\siswati_150_17.wav,6.01,siswati_150,18,[n] sibokhumbula kutsi nakungekho [n] kutfula eveni simo semnontfo siyalimala
siswati_175_01_39,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_175\siswati_175_01.wav,0.9,siswati_175,19,siswati
siswati_041_26_40,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_041\siswati_041_26.wav,3.52,siswati_041,22,lokutfolakele tintfo letitfolakele emva kwendlel
siswati_128_19_41,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_128\siswati_128_19.wav,16.2,siswati_128,32,bebayakuyitsatsa ngesabo sikhatsi tento lem lemadonna nase nasebabona kutsi konkhe sekuphelile
siswati_150_09_42,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_150\siswati_150_09.wav,0.88,siswati_150,18,enaspoti
siswati_072_28_43,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_072\siswati_072_28.wav,8.65,siswati_072,45,nayo leyo ndzaba ngiyishiya kini madvodza [n] kutsi nilifune nilitfole likhambi lelijojotela
siswati_157_25_44,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_157\siswati_157_25.wav,10.54,siswati_157,35,[n] sifundvo [n] [n] sililo sangwane inchazelo umuntfu utigcebela yena ngemisebenti yakhe lemihle [n]
siswati_090_03_45,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_090\siswati_090_03.wav,0.99,siswati_090,22,[n] ngimsikati
siswati_078_22_46,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_078\siswati_078_22.wav,4.21,siswati_078,27,ngimbonile uyewuhlolwa ligciwane
siswati_120_09_47,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_120\siswati_120_09.wav,0.99,siswati_120,33,ngisejozi
siswati_115_05_48,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_115\siswati_115_05.wav,15.35,siswati_115,43,kubili [n] e na nelikhoma nakunye nelikhoma nakunye e sekuba kunye kunye ne nes ne ne nenkhotsa
siswati_090_30_49,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_090\siswati_090_30.wav,7.12,siswati_090,22,lochalachala weva buhlungu kakhulu wefikelwa ngumona [n] lowengca [n] lowakucala
siswati_053_18_50,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_053\siswati_053_18.wav,9.52,siswati_053,27,umsebenti [n] bhala phasi emabito lalishumi lasebentisa sicalo siandza sandzaweni kodvwa [n] langasisebentisi sijobelelo
siswati_150_27_51,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_150\siswati_150_27.wav,11.58,siswati_150,18,ingcikitsi yalomphumela kutsi bafundzi bagogod bagogodze emakhono abo ekusebentiseni aljebra
siswati_108_04_52,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_108\siswati_108_04.wav,1.12,siswati_108,55,[n] ecingweni
siswati_015_18_53,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_015\siswati_015_18.wav,4.19,siswati_015,52,beligucubele litulu mzukwana zandile ashada
siswati_053_06_54,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_053\siswati_053_06.wav,5.55,siswati_053,27,[s] ili inkhulungwane [n] nema nemak nema nemakhulu layimfica [n]
siswati_169_11_55,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_169\siswati_169_11.wav,9.6,siswati_169,36,s na i na g na e na b na e na n na g ne u
siswati_004_18_56,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_004\siswati_004_18.wav,14.59,siswati_004,32,kutikhetsela imphilo lephatselene nebubi nebulili kunel luvelomiva futsi kufuna ucaphele lusikomphilo lwemmango
siswati_001_30_57,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_001\siswati_001_30.wav,11.79,siswati_001,22,ikharikhulamu yelive ilolonga itfuku itfuku [um] [n] itfutfukise takhamuti tangemuso
siswati_130_15_58,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_130\siswati_130_15.wav,4.6,siswati_130,32,[n] noko bamtsatsa befika bamfaka emkhunjini
siswati_084_12_59,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_084\siswati_084_12.wav,4.12,siswati_084,27,[s] [n] mashumi lamabili nesikhombisa bhimbidvwane
siswati_104_28_60,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_104\siswati_104_28.wav,5.51,siswati_104,25,tjonodze yinyoni mantayi tisiphohlongo
siswati_063_24_61,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_063\siswati_063_24.wav,8.15,siswati_063,47,intfo lengiyoyikhuluma naye [n] asale sewumugcobisa libovu utokwati kukhuluma
siswati_020_22_62,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_020\siswati_020_22.wav,3.7,siswati_020,Not Available,[n] beligucubele [n] litulu mzukwana [s] zandile ashada
siswati_106_03_63,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_106\siswati_106_03.wav,1.17,siswati_106,26,[n] ngimsikati
siswati_078_04_64,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_078\siswati_078_04.wav,1.02,siswati_078,27,ecingweni
siswati_099_23_65,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_099\siswati_099_23.wav,5.58,siswati_099,33,lona lus luswane [s] lwakhe lwaluluhle luyimpontolozana
siswati_117_09_66,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_117\siswati_117_09.wav,1.04,siswati_117,49,ngihlala emangweni
siswati_118_28_67,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_118\siswati_118_28.wav,10.15,siswati_118,47,sifundvo [s] sililo sangwane inchazelo umuntfu utigcebela yena ngemisebenti yakhe lemihle
siswati_122_24_68,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_122\siswati_122_24.wav,6.77,siswati_122,23,tinkhukhu tesibili takhala [s] asasemahushu asatakwehlela ephola
siswati_028_10_69,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_028\siswati_028_10.wav,0.82,siswati_028,32,[n] likazi
siswati_097_19_70,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_097\siswati_097_19.wav,8.83,siswati_097,35,kungako nje umbhali wephrozi angasisebentisi sigci futsi uyakugwema kufaka imisindvo nesigci sebunkondlo
siswati_161_02_71,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_161\siswati_161_02.wav,6.32,siswati_161,40,[um] lemashumi lamane [um] ne nesiphohlongo
siswati_063_27_72,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_063\siswati_063_27.wav,10.58,siswati_063,47,bacelwa bagijimise [n] emehlo endzabeni babone kutsi akhona yini lamanye emagama ekupela labawabonako lapho
siswati_062_01_73,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_062\siswati_062_01.wav,0.88,siswati_062,42,[n] siswati
siswati_042_01_74,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_042\siswati_042_01.wav,1.03,siswati_042,28,siswati
siswati_047_21_75,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_047\siswati_047_21.wav,10.23,siswati_047,42,umsebenti bhala phasi emabito lalishumi lasebentisa sicalo sandzaweni kodvwa langasisebentisi sijobelelo
siswati_171_10_76,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_171\siswati_171_10.wav,4.21,siswati_171,Not Available,[n] [s] emaminitsi lalishumi nesihlanu kwendlule insimbi [n] yelishumi
siswati_184_22_77,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_184\siswati_184_22.wav,5.73,siswati_184,19,[n] [s] tabuyela emuva tijabule tibhedvukile njengaletinye tilwane
siswati_050_25_78,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_050\siswati_050_25.wav,5.87,siswati_050,23,bamise endleleni [n] ubute imibuto njengekutsi [s] [n] ugcetjelwa ngubani umbhedze [n] ndumiso
siswati_183_17_79,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_183\siswati_183_17.wav,7.22,siswati_183,18,lingakefiki lilanga lekuvota wonkhewonkhe lomvu lomvumelako umtsetfo uyawuvota
siswati_093_19_80,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_093\siswati_093_19.wav,6.46,siswati_093,53,tabuyela emuva tijabule tibhedvukile njengaletinye tilwane
siswati_111_17_81,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_111\siswati_111_17.wav,17.2,siswati_111,22,[n] emshweni wekucala [um] ungumnikati [n] welibhayisikili emshweni wesibili litinyo [s] lasi [s] emshweni wesibili litinyo lasipho l [n] lelakhishwa [n] ngudokodela
siswati_039_28_82,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_039\siswati_039_28.wav,8.94,siswati_039,60,natisaphetfwe ngemaroma tonkhe letive lesitibona tihlakaniphile tatibitwa ngekutsi ngemahedeni
siswati_097_13_83,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_097\siswati_097_13.wav,7.6,siswati_097,35,licandza kune sitfupha khombisa siphohlongo kutsatfu kubili kuhlanu kubili licandza
siswati_004_01_84,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_004\siswati_004_01.wav,1.13,siswati_004,32,siswati
siswati_108_25_85,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_108\siswati_108_25.wav,8.58,siswati_108,55,baphikisana kodvwa bagcine bavumel bavumelene ngekutsi [n] themba [n] aye emtfolamphilo
siswati_050_21_86,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_050\siswati_050_21.wav,6.93,siswati_050,23,imphahla yasesiteji noma umdlalo [s] udlalelwa esiteji [n] umbhali wawo usuke angakacondzi loko empeleni
siswati_123_01_87,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_123\siswati_123_01.wav,0.52,siswati_123,35,siswati
siswati_035_07_88,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_035\siswati_035_07.wav,1.34,siswati_035,13,cha kangikashadi
siswati_022_02_89,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_022\siswati_022_02.wav,1.08,siswati_022,46,[n] [s] fourty six
siswati_003_10_90,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_003\siswati_003_10.wav,3.17,siswati_003,20,igabence insimbi [n] yesibili
siswati_169_29_91,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_169\siswati_169_29.wav,9.78,siswati_169,36,emabhukwini l lam lakhuluma edrama ubitwa ngekutsi ngugosa noma umdlali lomcoka noma ummeleli
siswati_142_09_92,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_142\siswati_142_09.wav,2.48,siswati_142,53,[um] ngihlala e springs nyalo
siswati_096_03_93,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_096\siswati_096_03.wav,0.95,siswati_096,32,[n] ngimdvuna
siswati_135_15_94,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_135\siswati_135_15.wav,6.93,siswati_135,22,lohhavivi mkhulu kakhulu [n] kuwusebentisa ebhizinisini letfu
siswati_010_23_95,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_010\siswati_010_23.wav,13.26,siswati_010,26,[s] bacelwa [s] bagijimise emehlo endzabeni [n] [n] babone kutsi akhona yini [s] lamanye emagama ekupela labw labawabonakala lapho
siswati_110_04_96,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_110\siswati_110_04.wav,0.94,siswati_110,37,ecingweni
siswati_131_05_97,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_131\siswati_131_05.wav,8.39,siswati_131,38,kubili ngci kunye ngci kunye ngci [um] dvwi likhulu nemashumi lamatsatfu nakutsatfu
siswati_016_19_98,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_016\siswati_016_19.wav,5.63,siswati_016,38,lona luswane lwakhe lwaluluhle luyim mpon ntolozana
siswati_060_11_99,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_060\siswati_060_11.wav,4.79,siswati_060,35,[n] [s] u h [s] l o l w a
siswati_165_27_100,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_165\siswati_165_27.wav,8.44,siswati_165,24,avuka nje uyobasa [n] sitofu semalahle khona atobeka emanti ekugeza khona atoya kamlumbi
siswati_063_17_101,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_063\siswati_063_17.wav,7.04,siswati_063,47,incenye l lekutawucocwa ngayo sikhatsi sekubhebhetela lutfutfuva emdlalweni
siswati_124_11_102,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_124\siswati_124_11.wav,14.39,siswati_124,50,t e n p a o l e l o
siswati_097_30_103,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_097\siswati_097_30.wav,5.51,siswati_097,35,umbutfo wetemphi ngiwo wodvwa umbutfo wetemphi losemtsetfweni eriphabhulikhi
siswati_020_15_104,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_020\siswati_020_15.wav,4.93,siswati_020,Not Available,[s] kungakonje kungumsebenti [s] lomkhulu kumceceshi nemeluleki wedram
siswati_153_11_105,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_153\siswati_153_11.wav,6.09,siswati_153,Not Available,nakanjani utawulala lapha elawini [s] lemajaha kusasa
siswati_009_05_106,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_009\siswati_009_05.wav,6.37,siswati_009,21,kunye lichashata kunye chashata kunye iskhala [n] [s] imfica
siswati_136_18_107,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_136\siswati_136_18.wav,8.47,siswati_136,39,timphawu tefonethiki ngalokuvamile tehlukile kuleto letitfolakala kuma kumbhalomagama
siswati_013_07_108,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_013\siswati_013_07.wav,0.91,siswati_013,42,yebo ngishadil
siswati_131_11_109,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_131\siswati_131_11.wav,19.11,siswati_131,38,kuna khamisa e ngwaca m z nankhamisa a lwangeni l na sankhamisa e ns na sankhamisa w [um] nkha nkhamisa e [um] na ngwaca n na nkhamisa i [n]
siswati_086_16_110,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_086\siswati_086_16.wav,7.05,siswati_086,39,kuteke indzawo lenkhulu lapho kungadlalelwa khona tonkhe tigaba temdlalo
siswati_062_27_111,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_062\siswati_062_27.wav,7.87,siswati_062,42,natsi sicakekile ngobe nangu umfana [s] uphendvuke [n] umbhejazane [n] embikwe [s] embikwetfu
siswati_049_16_112,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_049\siswati_049_16.wav,16.07,siswati_049,19,labanye batsi kwakwesatjwa kutsi labo labangajabulanga ngekubekwa kwakhe babengase bamente kabi
siswati_047_02_113,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_047\siswati_047_02.wav,1.07,siswati_047,42,fourty two
siswati_162_22_114,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_162\siswati_162_22.wav,11.55,siswati_162,Not Available,ngelweti nobe ngenkhosi lencane kungesikhatsi bemanti bahamba bayokukha emanti elwandle emaputo
siswati_038_06_115,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_038\siswati_038_06.wav,1.68,siswati_038,42,y yinyanga yamabaso
siswati_084_23_116,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_084\siswati_084_23.wav,10.59,siswati_084,27,emathayela [n] emafasitelo iminyango semende [n] nemapulango kudulile
siswati_064_13_117,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_064\siswati_064_13.wav,4.11,siswati_064,43,zero four eight six one two seven one six three
siswati_146_26_118,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_146\siswati_146_26.wav,4.77,siswati_146,56,engstrand udzinga sandla lesingamhola
siswati_056_03_119,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Ssw.1.0\audio\siswati_056\siswati_056_03.wav,1.85,siswati_056,46,[n] [um] ngimsikati
