ID,wav,duration,spk_id,age,transcript
isindebele_114_09_10,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_114\isindebele_114_09.wav,1.05,isindebele_114,31,[n] [n] e pretoria
isindebele_009_04_11,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_009\isindebele_009_04.wav,1.17,isindebele_009,29,kumaliledinini
isindebele_023_29_12,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_023\isindebele_023_29.wav,6.24,isindebele_023,39,[n] abalalele etjanini bavuswa litjhada likanamkoneni
isindebele_099_03_13,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_099\isindebele_099_03.wav,1.49,isindebele_099,23,ngimumuntu wengu [n]
isindebele_160_30_14,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_160\isindebele_160_30.wav,7.08,isindebele_160,40,imini yoke bekaqhaqhana nedarada yejarada lakhe [n] umavela
isindebele_107_14_15,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_107\isindebele_107_14.wav,7.5,isindebele_107,24,iinstitjuti yezokuthuthukiswa kwezokuphatha esewula afrika [n] umazibuse wesewula afrika
isindebele_156_27_16,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_156\isindebele_156_27.wav,4.98,isindebele_156,20,abalele etjanini bavuswa [n] litjhada likanamkoneni
isindebele_055_30_17,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_055\isindebele_055_30.wav,3.62,isindebele_055,39,phela ekhaya bamazi ayokufuna umsebenzi ngepitori
isindebele_184_16_18,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_184\isindebele_184_16.wav,4.29,isindebele_184,36,angamazi kuhle bona uhlalaphi ngumasango [n]
isindebele_177_21_19,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_177\isindebele_177_21.wav,5.3,isindebele_177,27,okubuye kusize umavela bona akhambe abuza abantu kube ngiwo amatjhila layo
isindebele_055_10_20,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_055\isindebele_055_10.wav,5.83,isindebele_055,39,mizuzu elitjhumi nahlanu ngaphambi kobana kubethe iiri letjhumi nanye
isindebele_076_23_21,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_076\isindebele_076_23.wav,13.62,isindebele_076,20,ezinye iinsebenzi [s] ziqabanga bona itjhuguluko yanamhlanje ibiza khulu [n] befuthi ayinamsebenzi
isindebele_189_04_22,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_189\isindebele_189_04.wav,1.15,isindebele_189,36,kumaliledinini [n]
isindebele_078_04_23,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_078\isindebele_078_04.wav,1.29,isindebele_078,45,emtatweni wange ofisi
isindebele_160_08_24,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_160\isindebele_160_08.wav,2.12,isindebele_160,40,doornkop [n] [s] nge middelburg
isindebele_135_05_25,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_135\isindebele_135_05.wav,11.21,isindebele_135,43,kubili yiqatjhazi kubili yiqatjhazi kunye umuda yikhulu namatjhumi amathathu nakuhla
isindebele_037_13_26,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_037\isindebele_037_13.wav,18.29,isindebele_037,40,[um] lilize sihlanu kunye sithandathu sithandathu [n] kuhlanu sithandathu kuhlanu kuthathu likhomba
isindebele_020_25_27,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_020\isindebele_020_25.wav,3.93,isindebele_020,22,nekampa leyo kaskhosana eneenkomo akaya
isindebele_054_19_28,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_054\isindebele_054_19.wav,14.8,isindebele_054,37,bathatha iinkotlelo wathi godu umntazana wathi irhabha likagogo [um] l lawa lawakghuthula msinya amasi
isindebele_011_12_29,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_011\isindebele_011_12.wav,2.33,isindebele_011,27,lilanga lesihlanu [n] kutjhirhweni
isindebele_065_30_30,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_065\isindebele_065_30.wav,8.78,isindebele_065,26,zama ukufaka ngaphakathi [n] izinto [n] ezithinta ilizwe loke [n] njengobuqhaka [n] [n] nobugebengu
isindebele_153_03_31,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_153\isindebele_153_03.wav,1.14,isindebele_153,27,muntu wembaji
isindebele_006_01_32,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_006\isindebele_006_01.wav,1.04,isindebele_006,38,sindebele
isindebele_142_21_33,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_142\isindebele_142_21.wav,14.26,isindebele_142,36,nangambala ayithathe athok athokoze [n] kuvusi bah bahlukane baragele phambili nekhambo labo [n] abo aba abokholiwe abo abo abokholiwe
isindebele_045_30_34,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_045\isindebele_045_30.wav,9.24,isindebele_045,46,ngilokhu esikwaziko umfundi nangabe uyakghona ukulalela imilayo iimemezelo nokuphendula ngefanelo
isindebele_010_17_35,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_010\isindebele_010_17.wav,7.01,isindebele_010,19,umnqopho walesisigaba kuhlanganisa kanye nokubunabisa ilimi kanye nefundo
isindebele_015_30_36,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_015\isindebele_015_30.wav,4.71,isindebele_015,37,ngipheni iimfiso zami ngipheni ukuphumula kwenqondo
isindebele_023_19_37,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_023\isindebele_023_19.wav,6.64,isindebele_023,39,ukutjhayela ngaphandle kweempepha zokutjhayela [n] ukweqa amarobodo nokutjhayela aburhicwa
isindebele_195_05_38,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_195\isindebele_195_05.wav,11.32,isindebele_195,19,kunye yiqatjhazi kubili yiqatjhazi m [n] [s] umuda [n] kunye [s] [s] [n] lithoba kuhlanu
isindebele_152_28_39,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_152\isindebele_152_28.wav,14.31,isindebele_152,20,kusukela emini [n] yekuseni abomavela bagijimisane neenkomo kwabe kwaba ngemva kwamadina
isindebele_145_21_40,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_145\isindebele_145_21.wav,5.18,isindebele_145,19,nokudla balinga ngawo woke amandla bona alale adlile
isindebele_083_14_41,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_083\isindebele_083_14.wav,5.59,isindebele_083,Not Available,umnyango [n] weendaba zamanzi namahlathi umazi [n] umazibuse wesewula afrika
isindebele_120_13_42,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_120\isindebele_120_13.wav,7.92,isindebele_120,46,lilize kuhlanu lilize [n] bunane kunye bunane [n] bunane yilize sithandathu kunye
isindebele_195_28_43,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_195\isindebele_195_28.wav,7.61,isindebele_195,19,solo abagcqina mhlana bavumelana bona khebajame ngokuyokuthutha iinkomo
isindebele_117_24_44,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_117\isindebele_117_24.wav,6.72,isindebele_117,36,umuzi kaskhosana [n] nanyana [n] kamasango akawazi
isindebele_154_18_45,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_154\isindebele_154_18.wav,6.64,isindebele_154,19,omunye nomunye umsipha uhlangana norwamurwamu ekuthiwa yi artytenoid
isindebele_122_25_46,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_122\isindebele_122_25.wav,8.1,isindebele_122,18,iminyango yefundo yamaphrovinsi kufanele kube ngiyo enikela iinhloko zaleyo mitlolo
isindebele_097_04_47,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_097\isindebele_097_04.wav,1.52,isindebele_097,26,ngikhuluma kumalila edinini
isindebele_052_26_48,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_052\isindebele_052_26.wav,19.32,isindebele_052,28,manje ngokubanjwa ngezinye iimfiso zabantu abahlakanipha njen njengendoda yakwa yakwakho ub ubongwe lo ngahluleka
isindebele_172_25_49,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_172\isindebele_172_25.wav,7.98,isindebele_172,26,[n] okuqakathekileko kukobana ngaphakathi kwevumelwano phakathi sikghona [n] u sikghona nokuthola ifanana mdumo
isindebele_027_11_50,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_027\isindebele_027_11.wav,3.08,isindebele_027,27,lilanga lobunane kumhlolanja
isindebele_139_25_51,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_139\isindebele_139_25.wav,12.48,isindebele_139,18,abafundi [n] bangakhuthaz bangakhuthazwa bonyana bazijayeze ukukhuluma [n] babuze nehlathululo la bangakazwisisi khona
isindebele_149_15_52,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_149\isindebele_149_15.wav,5.39,isindebele_149,44,wena qhegu ngiyabona bonyana nguwe owazi indaba kufanele bonyana sikuvalele kancazana
isindebele_095_07_53,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_095\isindebele_095_07.wav,1.56,isindebele_095,42,[n] iye ngitjhadile
isindebele_127_20_54,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_127\isindebele_127_20.wav,7.79,isindebele_127,36,ezintweni pheze zoke zazibambisana khulu kwamambala iinunwana lez [n]
isindebele_153_21_55,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_153\isindebele_153_21.wav,3.26,isindebele_153,27,nosemnyameni abone akhanyisele
isindebele_041_23_56,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_041\isindebele_041_23.wav,3.89,isindebele_041,20,ngelanga elilandelako sakhwela ngebhesini ngeembhesini [n] zeth
isindebele_115_21_57,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_115\isindebele_115_21.wav,6.92,isindebele_115,24,uyabona namzwezi nasele ngilibona nenza nje itjhudu lami kuyatjho bona ubamkhulu usonyosi uyavu
isindebele_170_08_58,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_170\isindebele_170_08.wav,0.94,isindebele_170,19,[n] e johannesburg
isindebele_090_06_59,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_090\isindebele_090_06.wav,3.1,isindebele_090,29,amalanga makalisumi nahlanu kuvelabahlinze
isindebele_036_05_60,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_036\isindebele_036_05.wav,12.88,isindebele_036,28,[n] yinye yiqatjhazi kubili yiqatjhazi kubili sikhala [n] masumi ama ama a amathathu na n na nasithandathu
isindebele_185_21_61,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_185\isindebele_185_21.wav,3.94,isindebele_185,24,[n] umuntu loyo wakhamba [n] athengisa [n] amadzinyani
isindebele_012_16_62,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_012\isindebele_012_16.wav,5.39,isindebele_012,21,[s] bayathombisa bayalobola benza [s] yoke into [s] efuna ikomo [n]
isindebele_159_12_63,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_159\isindebele_159_12.wav,1.96,isindebele_159,34,lilanga lesibili kutjhirhwe [n]
isindebele_184_11_64,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_184\isindebele_184_11.wav,10.08,isindebele_184,36,k w a m a n [n] z i
isindebele_168_24_65,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_168\isindebele_168_24.wav,4.24,isindebele_168,30,balayelisane idose ilori kaskhosana asale umavela
isindebele_013_18_66,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_013\isindebele_013_18.wav,9.03,isindebele_013,46,nje mina nginombo [s] nginombono wokobana [n] singaze silinge siyokufika naye [s] ebhundu
isindebele_094_30_67,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_094\isindebele_094_30.wav,9.77,isindebele_094,42,boke bekhakwakhe wabaqotjha njengemo [n] njengamkhana aqotjha umrharibabo nje [n] umrharibakhe nje
isindebele_195_27_68,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_195\isindebele_195_27.wav,6.15,isindebele_195,19,sizazithola zoke kanye nesele lakhona [n] nesela lakhona
isindebele_181_02_69,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_181\isindebele_181_02.wav,3.14,isindebele_181,37,nginamatjhumi am mathathu nekhomba
isindebele_014_29_70,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_014\isindebele_014_29.wav,3.0,isindebele_014,37,nokho umasango akatshwenyi kokuyaphi
isindebele_027_28_71,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_027\isindebele_027_28.wav,7.94,isindebele_027,27,boke bekhakwakhe wabaqotjha njemang njengamakhwana aqotjha um umrharibakhe nje
isindebele_083_22_72,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_083\isindebele_083_22.wav,10.33,isindebele_083,Not Available,uzakuphungwa njengepukani ye yehlobo [n] uzakuthi ungena ngaph ng ngapha bathi heyi suka lapha
isindebele_190_08_73,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_190\isindebele_190_08.wav,0.84,isindebele_190,35,awa
isindebele_106_10_74,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_106\isindebele_106_10.wav,3.5,isindebele_106,28,mizuzu elitjhumi nahlanu ngemva kobana kubethe iiri lesine
isindebele_098_06_75,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_098\isindebele_098_06.wav,12.98,isindebele_098,26,mhlazana amalanga amatjhumi [n] amabili nethoba kusihlabantangana enyakeni [n] oyikulungwana yinye namakhulu alithoba namatjhumi abunane [n] nambili
isindebele_005_06_76,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_005\isindebele_005_06.wav,4.97,isindebele_005,36,[um] mhla amalanga amasumi [n] enyangeni kamhlolanja
isindebele_004_13_77,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_004\isindebele_004_13.wav,5.61,isindebele_004,27,umnyango weendaba zangaphandle umazibuse wesewula afrika
isindebele_109_24_78,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_109\isindebele_109_24.wav,12.14,isindebele_109,42,[n] ngejikeni lapha nebhareni bekuthuthumba ibange [n] ethunzaneni [n] nje eduze [n] nepata
isindebele_172_23_79,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_172\isindebele_172_23.wav,4.94,isindebele_172,26,sigagawuroba sosuthu yis sinekani ebhudwini
isindebele_048_07_80,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_048\isindebele_048_07.wav,1.31,isindebele_048,43,iye ngitjhadile [n]
isindebele_099_13_81,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_099\isindebele_099_13.wav,14.04,isindebele_099,23,liqanda [n] liqanda kunye [n] bunane [n] sithandathu bunane kuntathu kubili kubili kuntathu
isindebele_017_03_82,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_017\isindebele_017_03.wav,1.28,isindebele_017,21,ngimumuntu wembaji
isindebele_152_01_83,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_152\isindebele_152_01.wav,1.73,isindebele_152,20,[n] yisindebele
isindebele_147_24_84,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_147\isindebele_147_24.wav,8.21,isindebele_147,23,nangabe bakhona kubayini abogogo [n] nabobamkhulu [n] usompere bangangirhawukeli
isindebele_093_19_85,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_093\isindebele_093_19.wav,6.62,isindebele_093,41,kuthe nazibuya ukuyokuthenga amafutha iintombi ezihlanu zafunyana umyeni [n] umnyango sele uvaliwe
isindebele_005_17_86,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_005\isindebele_005_17.wav,4.29,isindebele_005,36,nokho umasango akatshwenyi [n] kokuyaphi
isindebele_144_06_87,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_144\isindebele_144_06.wav,12.09,isindebele_144,40,lingumhlawamasumi amabili nahlanu enyangeni kanobayeni emnyakeni wekulungwane namakhulu alithoba namasumi asithandathu nesithandathu
isindebele_077_06_88,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_077\isindebele_077_06.wav,4.35,isindebele_077,36,amatjhumi amabili nethoba [n] kusihlaba intangana
isindebele_027_29_89,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_027\isindebele_027_29.wav,5.31,isindebele_027,27,jama mswekhethu khekuphele inyanga le sibone
isindebele_061_16_90,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_061\isindebele_061_16.wav,8.86,isindebele_061,47,amehlo abhoduluka [n] kuhlokokulu begodu awathumele kunomzana undala kanye no [n] nakuskhosana
isindebele_026_02_91,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_026\isindebele_026_02.wav,2.91,isindebele_026,26,[n] nginamatjhumi amabili nesithandathu
isindebele_147_03_92,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_147\isindebele_147_03.wav,1.2,isindebele_147,23,wengubo
isindebele_151_14_93,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_151\isindebele_151_14.wav,7.67,isindebele_151,45,ungqongqotjhe wezokuhlinzekelwa ngezindlu umazibuse wesewula afrika
isindebele_039_21_94,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_039\isindebele_039_21.wav,6.74,isindebele_039,40,sizokubhalelwa kumphendula mhlana abuyako nasele asibuza bona wathini
isindebele_116_30_95,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_116\isindebele_116_30.wav,8.12,isindebele_116,25,ngantambama abanganaba babe bafihla amalembabo efukufukwini [n] yotjani
isindebele_157_20_96,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_157\isindebele_157_20.wav,6.57,isindebele_157,30,nangisuka lapho ungise ngeplasini lapha kuneenkomo khona bese uyangibuyisa
isindebele_183_09_97,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_183\isindebele_183_09.wav,1.39,isindebele_183,48,esiyabuswa [n]
isindebele_075_11_98,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_075\isindebele_075_11.wav,11.56,isindebele_075,26,ngu m no s no e no b [n] no e no n no z no i i
isindebele_161_25_99,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_161\isindebele_161_25.wav,13.17,isindebele_161,40,nangambala ayithathe athokoze kuvusi bahlukane baragele phambili nekhambo labo abokholiwe
isindebele_040_03_100,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_040\isindebele_040_03.wav,2.07,isindebele_040,49,[n] ngingumuntu wengubo
isindebele_088_17_101,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_088\isindebele_088_17.wav,8.13,isindebele_088,27,asararekile wezwa ilizwi ngemva kwakhe limkhahlameza bona embathe [n] abophele irogweli ngemva
isindebele_043_07_102,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_043\isindebele_043_07.wav,1.49,isindebele_043,Not Available,iye ngitjhadile
isindebele_052_29_103,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_052\isindebele_052_29.wav,9.77,isindebele_052,28,ukumthola kwakho ku unga ungamthola ngap [n] ngepele ngepelaveke kwaphela
isindebele_073_15_104,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_073\isindebele_073_15.wav,7.25,isindebele_073,25,idzila yakhe yayizele imilenze iphethwe ngemiqwana yekhopha ngaphasi nangaphezulu
isindebele_005_26_105,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_005\isindebele_005_26.wav,6.84,isindebele_005,36,asikwazi bona sing singenza izinto [s] njengaba njengabesanyana [n] abanqa
isindebele_013_17_106,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_013\isindebele_013_17.wav,8.99,isindebele_013,46,[n] abantabethu bafanele [s] bayirhuluphele ngombana iyimbeleko enoboya [n] [n] obufuthumelako
isindebele_197_06_107,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_197\isindebele_197_06.wav,4.72,isindebele_197,36,ngabelethwa ngomhlaka [um] [n] amatjhumi mabili nane enyangeni kakhukhulamungu
isindebele_124_23_108,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_124\isindebele_124_23.wav,4.97,isindebele_124,Not Available,manje mina ngingonjani engizothathelwa isiqunto [n] ngempilo yami
isindebele_191_22_109,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_191\isindebele_191_22.wav,6.33,isindebele_191,37,[s] ngibuhlungu [n] ngombana sengiza nje [n] namhlanje sekonakele
isindebele_005_03_110,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_005\isindebele_005_03.wav,1.23,isindebele_005,36,ngimumuntu wembaji
isindebele_137_07_111,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_137\isindebele_137_07.wav,1.27,isindebele_137,28,[n] awa [n] angatjhad
isindebele_021_08_112,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_021\isindebele_021_08.wav,1.45,isindebele_021,41,sphandeni se belfast
isindebele_134_18_113,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_134\isindebele_134_18.wav,3.37,isindebele_134,36,ukumthola kwakho ungamthola ngepelaveke kwaphela
isindebele_096_24_114,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_096\isindebele_096_24.wav,4.74,isindebele_096,46,nanyana selafikile utsotsi angeze [n] alithatha
isindebele_014_25_115,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_014\isindebele_014_25.wav,4.62,isindebele_014,37,jama mswekhethu khekuphele inyanga le sibone
isindebele_176_06_116,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Nbl.1.0\audio\isindebele_176\isindebele_176_06.wav,3.75,isindebele_176,36,na amalanga alisumi nantathu [n] kumgwengweni
