ID,wav,duration,spk_id,age,transcript
isixhosa_158_16_10,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_158\isixhosa_158_16.wav,8.35,isixhosa_158,61,kule ndlela yokubuya ke uhambe kwa phambili ufarabe [n] kwa nje kg [n] ngokwangaphambili
isixhosa_196_01_11,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_196\isixhosa_196_01.wav,1.28,isixhosa_196,45,isixhosa [n]
isixhosa_061_10_12,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_061\isixhosa_061_10.wav,2.14,isixhosa_061,47,icala emva kwentsimbi yesibhozo
isixhosa_071_20_13,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_071\isixhosa_071_20.wav,3.28,isixhosa_071,32,ncwadi enamandla eyabonwa ngusonoyi
isixhosa_020_22_14,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_020\isixhosa_020_22.wav,8.17,isixhosa_020,54,leyo imbali ndiyincokola [n] ndiyincokola xa engekhoyo ukuze kungabikho mpikiswano
isixhosa_123_21_15,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_123\isixhosa_123_21.wav,9.36,isixhosa_123,27,le nyoka kudala iwu iwufuma iwufumanile umzi namhla [n] mayigxo mayigxothwe sif siyifuna iphumile
isixhosa_065_27_16,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_065\isixhosa_065_27.wav,5.93,isixhosa_065,29,indoda leyo ikhe yalibala ngasemthatha iminyaka enga mashumi amathathu
isixhosa_057_01_17,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_057\isixhosa_057_01.wav,0.99,isixhosa_057,31,isixhosa mama [n]
isixhosa_134_14_18,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_134\isixhosa_134_14.wav,3.06,isixhosa_134,32,isebe lezothutho iriphablikhi yasemzantsi afrika
isixhosa_160_30_19,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_160\isixhosa_160_30.wav,11.06,isixhosa_160,25,siyiqale ezantsi sihamba sobabini phantsi komyalezo wokuba uhambo olu lube yinkonzo [n] kungabikho kuncokola kwaphela
isixhosa_111_24_20,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_111\isixhosa_111_24.wav,4.99,isixhosa_111,42,waza uyehova wamphendula [s] uyobi esemoyeni ovuthuzayo
isixhosa_071_24_21,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_071\isixhosa_071_24.wav,7.2,isixhosa_071,32,omnye yena ubecinga ukuhlala enkundleni [n] afe n neenkomo zakowabo
isixhosa_204_02_22,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_204\isixhosa_204_02.wav,1.93,isixhosa_204,20,[n] ingamashumi amabini
isixhosa_176_16_23,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_176\isixhosa_176_16.wav,3.7,isixhosa_176,24,ndiyaku ndiyakubuza zendikwazise
isixhosa_012_04_24,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_012\isixhosa_012_04.wav,0.99,isixhosa_012,49,engonomyayi
isixhosa_205_13_25,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_205\isixhosa_205_13.wav,9.06,isixhosa_205,38,iqanda isihlanu isibhozo isine isine isihlanu [n] iqanda isine isihlanu isibini
isixhosa_130_24_26,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_130\isixhosa_130_24.wav,6.12,isixhosa_130,40,umkhosi [s] kaphalo uphethwe ngumdange
isixhosa_090_25_27,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_090\isixhosa_090_25.wav,4.16,isixhosa_090,38,uze [n] uwuthwale ngokukhalipha umnqamlezo wakho
isixhosa_198_19_28,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_198\isixhosa_198_19.wav,3.14,isixhosa_198,40,thulani iminqwazi phambi kwenkosi
isixhosa_116_14_29,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_116\isixhosa_116_14.wav,6.69,isixhosa_116,23,isebe [s] lezezindlu i iriphablikhi yasemzantsi afrika
isixhosa_138_19_30,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_138\isixhosa_138_19.wav,4.58,isixhosa_138,37,kwelizwe lihle lendyebo nezinto zonke
isixhosa_052_30_31,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_052\isixhosa_052_30.wav,3.06,isixhosa_052,70s,uxolo mlesi obekekileyo
isixhosa_144_04_32,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_144\isixhosa_144_04.wav,2.04,isixhosa_144,39,ndithetha ngomnxeba waphantsi ng
isixhosa_114_10_33,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_114\isixhosa_114_10.wav,2.01,isixhosa_114,50,icala emva kwentsimbi yesibini
isixhosa_045_02_34,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_045\isixhosa_045_02.wav,1.24,isixhosa_045,50,ngamashumi amahlanu
isixhosa_047_20_35,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_047\isixhosa_047_20.wav,9.83,isixhosa_047,30,[n] kuloo mathandabuzo ndiyonde ndiyondele ixesha elide eyi [n] iyored i iyoredane
isixhosa_030_18_36,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_030\isixhosa_030_18.wav,13.17,isixhosa_030,57,uhleli wahlala umhlekazi phezu kolo walwa wade waanento athe o athe wayiqonda ngokuyifundisa ngamaphakathi akowabo
isixhosa_009_18_37,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_009\isixhosa_009_18.wav,13.63,isixhosa_009,32,inga igataruzis [n] igatari ingatarhuzisa kanene na kuwe ithetha amazwi athembil athembe athembileyo
isixhosa_015_13_38,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_015\isixhosa_015_13.wav,5.54,isixhosa_015,Not Available,[s] ndancedwa ngulomarabu oqhuba imoto yethu
isixhosa_151_21_39,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_151\isixhosa_151_21.wav,5.21,isixhosa_151,36,isiphula [n] isicithi ngophondo isiphose [n] ngaphambili
isixhosa_019_29_40,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_019\isixhosa_019_29.wav,3.96,isixhosa_019,23,[n] ubulungu bayo [n] kumele buxake abazali [n] nabafundi
isixhosa_013_26_41,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_013\isixhosa_013_26.wav,7.43,isixhosa_013,39,kwakuyiwe emgidini kampukane kam kwempukane oh kwakuyiwe emgidini kwempukane
isixhosa_107_10_42,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_107\isixhosa_107_10.wav,3.17,isixhosa_107,32,umkhono emva [n] kwentsimbi yesithoba
isixhosa_125_15_43,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_125\isixhosa_125_15.wav,1.67,isixhosa_125,31,[n] ayalusa amakhwenkwe
isixhosa_109_26_44,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_109\isixhosa_109_26.wav,4.46,isixhosa_109,15,ubulungu bayo kumele buxake abazali nabafundi
isixhosa_175_19_45,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_175\isixhosa_175_19.wav,3.43,isixhosa_175,23,ndaba [n] yotyelo ayikholwa bafondini
isixhosa_059_21_46,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_059\isixhosa_059_21.wav,2.7,isixhosa_059,36,beka [s] isandla sakho kuyo
isixhosa_073_10_47,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_073\isixhosa_073_10.wav,2.67,isixhosa_073,32,icala emva kwentsimbi yesithathu
isixhosa_055_09_48,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_055\isixhosa_055_09.wav,1.52,isixhosa_055,27,entsimbi yeshumi
isixhosa_025_14_49,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_025\isixhosa_025_14.wav,11.61,isixhosa_025,29,uso useb isebe lezorhwebo nes nos noshishino i ir iriphablikhi yasemzantsi [n] afrika
isixhosa_158_11_50,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_158\isixhosa_158_11.wav,3.64,isixhosa_158,61,umkhono [um] phambi kwentsimbi yesithoba
isixhosa_007_14_51,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_007\isixhosa_007_14.wav,5.47,isixhosa_007,39,inkonzo yongenisomali yasemzantsi afrika iriphablikhi yasemzantsi afrika
isixhosa_208_20_52,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_208\isixhosa_208_20.wav,3.99,isixhosa_208,26,wafika [n] yena wamfaka entanjeni engalali umntu
isixhosa_175_20_53,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_175\isixhosa_175_20.wav,6.11,isixhosa_175,23,waza uyehova wamphendula uyobi esemoyeni [s] [n] ovuthuzayo
isixhosa_181_10_54,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_181\isixhosa_181_10.wav,5.04,isixhosa_181,Not Available,izwi lakhe lavakala phakathi kwelenge nesa nesandlulube
isixhosa_131_03_55,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_131\isixhosa_131_03.wav,0.68,isixhosa_131,29,ndiyindoda
isixhosa_193_05_56,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_193\isixhosa_193_05.wav,5.04,isixhosa_193,20,[s] [n] inye zimbini inye inye [s] qanda xhenxe
isixhosa_135_08_57,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_135\isixhosa_135_08.wav,1.1,isixhosa_135,37,entshona kolon
isixhosa_052_15_58,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_052\isixhosa_052_15.wav,11.87,isixhosa_052,70s,[n] kuthe kusafumaneke kwayiloo mpithimpithi [n] wavakala udumisani unyana kazolile [n] wasemampempehleni imbongi yakomkhulu isithi [n] hoyina
isixhosa_174_08_59,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_174\isixhosa_174_08.wav,1.93,isixhosa_174,26,king williams town
isixhosa_043_28_60,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_043\isixhosa_043_28.wav,24.7,isixhosa_043,37,siqhubele phambili [s] [um] [n] kwathi xa [n] sisentla [s] kwehlathana [s] leget [n] lege [um] [n] legetsemane yakuba idolophu ye se [n] yerusalem iqala ukubonakala semisa kwa qhutywa inkonzo ende nozuko kunene ngubhishophu mac innes
isixhosa_019_06_61,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_019\isixhosa_019_06.wav,3.37,isixhosa_019,23,ngomhla wesibhozo kweyokwindla ngonyaka ka nineteen [n] eighty [n] four
isixhosa_037_28_62,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_037\isixhosa_037_28.wav,2.95,isixhosa_037,42,iya iyadubula nje ngentyatyambo
isixhosa_070_12_63,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_070\isixhosa_070_12.wav,4.1,isixhosa_070,33,ish ishumi [n] elinethoba kwinyanga yekhala
isixhosa_182_11_64,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_182\isixhosa_182_11.wav,3.82,isixhosa_182,23,i k h a z i [n]
isixhosa_163_10_65,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_163\isixhosa_163_10.wav,1.42,isixhosa_163,46,intsimbi yesithathu
isixhosa_144_19_66,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_144\isixhosa_144_19.wav,4.21,isixhosa_144,39,ubulungu bayo kumele buxake abazali nabafundi
isixhosa_114_17_67,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_114\isixhosa_114_17.wav,10.98,isixhosa_114,50,yaza kunyathela equmrha yaza ukunqunqanquqa [n] oozinncera noomazele
isixhosa_177_09_68,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_177\isixhosa_177_09.wav,1.64,isixhosa_177,38,kwidolophu yasengcobo
isixhosa_064_26_69,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_064\isixhosa_064_26.wav,4.69,isixhosa_064,26,[n] leyesithathu ndiyinkala phezu kostanley
isixhosa_166_05_70,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_166\isixhosa_166_05.wav,7.84,isixhosa_166,29,[s] [n] inye chaphaza inye chaphaza zimbini [n] [um] hela yine inye sixhenxe bhozo
isixhosa_097_08_71,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_097\isixhosa_097_08.wav,1.42,isixhosa_097,35,emonti
isixhosa_078_08_72,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_078\isixhosa_078_08.wav,1.46,isixhosa_078,29,ndizalelwe emthatha
isixhosa_152_11_73,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_152\isixhosa_152_11.wav,6.38,isixhosa_152,39,i z i g a n e [n] k o
isixhosa_104_25_74,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_104\isixhosa_104_25.wav,3.71,isixhosa_104,47,uyikhulekele intombazana
isixhosa_174_22_75,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_174\isixhosa_174_22.wav,9.71,isixhosa_174,26,wandihleka kanene umcirha akubona ndikhathazekile ndigqiba ihotele leyo ndifunana n nebhotile
isixhosa_148_09_76,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_148\isixhosa_148_09.wav,1.03,isixhosa_148,25,emonti
isixhosa_163_04_77,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_163\isixhosa_163_04.wav,0.7,isixhosa_163,46,[n] cellphone
isixhosa_112_15_78,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_112\isixhosa_112_15.wav,3.87,isixhosa_112,39,alwelwa phi na loomado loomadabi
isixhosa_160_03_79,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_160\isixhosa_160_03.wav,1.44,isixhosa_160,25,ndingumntu oyindoda
isixhosa_120_15_80,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_120\isixhosa_120_15.wav,24.83,isixhosa_120,49,[n] uhleli wahlala umhlekazi phezu kolo wa walwa wada waanento athe wayiqonda ngokuf uyifundiswa ngamaphakathi akowabo
isixhosa_064_04_81,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_064\isixhosa_064_04.wav,1.42,isixhosa_064,26,nge cellphone
isixhosa_128_17_82,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_128\isixhosa_128_17.wav,3.43,isixhosa_128,40,zaya kuzwide zafika [n] zamxelela konke
isixhosa_001_16_83,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_001\isixhosa_001_16.wav,6.24,isixhosa_001,25,indoda leyo ikhe yalibala ngasemthatha iminyaka enga mashumi amathathu
isixhosa_191_19_84,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_191\isixhosa_191_19.wav,5.51,isixhosa_191,29,asala ephithizela amazim ekhohliwe apho angehla khon
isixhosa_162_12_85,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_162\isixhosa_162_12.wav,1.74,isixhosa_162,45,lishumi elinesibini
isixhosa_122_20_86,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_122\isixhosa_122_20.wav,6.28,isixhosa_122,48,kuthe kwakuba mzuzu eyikhangele le nto wayiqonda ukuba nguxam
isixhosa_154_11_87,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_154\isixhosa_154_11.wav,4.09,isixhosa_154,34,i s i g q i b o
isixhosa_196_25_88,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_196\isixhosa_196_25.wav,4.05,isixhosa_196,45,kufe [n] mfazi [s] mntwana kwada kwafa nezinja
isixhosa_188_08_89,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_188\isixhosa_188_08.wav,1.19,isixhosa_188,50,[n] erhawutini
isixhosa_195_22_90,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_195\isixhosa_195_22.wav,4.18,isixhosa_195,31,inkxaso yemali ivela kwimithombo eyahlukeneyo
isixhosa_171_30_91,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_171\isixhosa_171_30.wav,5.35,isixhosa_171,31,siku [s] sikuve [n] kwakuloo ncwadi ukuba walu waluganga
isixhosa_026_04_92,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_026\isixhosa_026_04.wav,2.08,isixhosa_026,31,[s] nge cellu nge cellphone
isixhosa_168_18_93,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_168\isixhosa_168_18.wav,3.67,isixhosa_168,29,[n] sifuba sini esi simthubi kodwa umzimba umdaka [n]
isixhosa_095_04_94,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_095\isixhosa_095_04.wav,1.45,isixhosa_095,23,ndithetha nge [n] cellpho
isixhosa_197_11_95,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_197\isixhosa_197_11.wav,9.48,isixhosa_197,30,k w e n d e l a
isixhosa_151_09_96,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_151\isixhosa_151_09.wav,1.75,isixhosa_151,36,[s] [n] ndihlala kwidolophu yasebhayi[s]
isixhosa_176_29_97,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_176\isixhosa_176_29.wav,4.27,isixhosa_176,24,ngawa ngawanini amandla nempilo [s] kulo mfo
isixhosa_044_30_98,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_044\isixhosa_044_30.wav,7.95,isixhosa_044,37,indoda leyo ikhe yalibala ngasemthatha iminyaka [n] enga mashumi amathathu
isixhosa_100_17_99,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_100\isixhosa_100_17.wav,2.36,isixhosa_100,60,uyikhulekele intombazana
isixhosa_194_18_100,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_194\isixhosa_194_18.wav,7.25,isixhosa_194,47,wafunda izibhalo nemithandazo elungelelene nalo mhla wecawa yamasundu
isixhosa_039_03_101,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_039\isixhosa_039_03.wav,0.8,isixhosa_039,33,oyindoda
isixhosa_064_16_102,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_064\isixhosa_064_16.wav,2.46,isixhosa_064,26,funa yimbi [n] inkwenkwana
isixhosa_083_02_103,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_083\isixhosa_083_02.wav,3.49,isixhosa_083,52,ingamashumi amahlanu anambini
isixhosa_069_03_104,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_069\isixhosa_069_03.wav,1.84,isixhosa_069,44,ngowasetyhini [n]
isixhosa_170_10_105,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_170\isixhosa_170_10.wav,1.99,isixhosa_170,48,icala emva kwentsimbi yeshum
isixhosa_036_23_106,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_036\isixhosa_036_23.wav,14.39,isixhosa_036,35,kutheni [n] oku [n] kubulawa [n] kwa le nkosana ngamaqwathi akwa [n] akwaze kuhlalwe [s] kamnandi ku ku kumkanen [s] kukumkani nakwisizwe [n]
isixhosa_059_27_107,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_059\isixhosa_059_27.wav,6.7,isixhosa_059,36,uthi ma sithini na ukuthetha mfo kayuzi nanku nje nonyawuza [s] ekubizile namhlanje
isixhosa_201_05_108,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_201\isixhosa_201_05.wav,4.57,isixhosa_201,40,isiqalo isibini isibini isithathu
isixhosa_110_29_109,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_110\isixhosa_110_29.wav,7.44,isixhosa_110,43,and then [n] [um] siye kungena [n] seliphezulu kwaphi kwapiling [s] kwapilingile
isixhosa_199_02_110,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_199\isixhosa_199_02.wav,1.77,isixhosa_199,29,[n] ingamashumi amabini anesithoba
isixhosa_024_10_111,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_024\isixhosa_024_10.wav,3.09,isixhosa_024,28,[n] umkhono phambi kwentsimbi yokuqala
isixhosa_021_01_112,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_021\isixhosa_021_01.wav,1.05,isixhosa_021,34,isixhosa
isixhosa_112_16_113,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_112\isixhosa_112_16.wav,3.58,isixhosa_112,39,iyintlahlela yeendlela zikathixo
isixhosa_152_21_114,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_152\isixhosa_152_21.wav,12.82,isixhosa_152,39,wanyulelwa amadoda athile amahlanu kwimpi yakowabo ukuba aye kuhlala naye [n] nabafazi bakhe abathathu ututula noye unoyena [n] nonojico
isixhosa_106_08_115,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_106\isixhosa_106_08.wav,1.03,isixhosa_106,45,[s] e klerksdorp [n]
isixhosa_042_16_116,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_042\isixhosa_042_16.wav,5.27,isixhosa_042,30,[n] nanamhla kuthiwa yindawo [n] enengozi kumntu ohamba yedwa [n] ngobusuku
isixhosa_155_29_117,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_155\isixhosa_155_29.wav,5.63,isixhosa_155,18,semisa kwa qhutywa inkonzo ende [s] nozuko kunene ngubhishophu mac innes [s]
isixhosa_001_09_118,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Xho.1.0\audio\isixhosa_001\isixhosa_001_09.wav,2.38,isixhosa_001,25,[n] ndise carletonville ngo
