ID,wav,duration,spk_id,age,transcript
isizulu_039_24_20,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_039\isizulu_039_24.wav,7.58,isizulu_039,40,bathe bangaqhamukela endaweni evulekile [n] wazama ukuphulukundlela utajewo
isizulu_078_12_21,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_078\isizulu_078_12.wav,1.81,isizulu_078,42,[n] twenty nine [s] umasingane
isizulu_004_11_22,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_004\isizulu_004_11.wav,3.47,isizulu_004,31,z e s i z w e
isizulu_022_14_23,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_022\isizulu_022_14.wav,7.94,isizulu_022,46,[n] zero three one zero two [n] four five three four three
isizulu_073_05_24,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_073\isizulu_073_05.wav,6.23,isizulu_073,20,kunye yichashaza kubili yichashaza [n] kunye [n] thala mashumi ayisikhombisa nesihlanu [n]
isizulu_036_27_25,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_036\isizulu_036_27.wav,16.13,isizulu_036,38,kwathi noma bekhuluma [s] abasekhaya bangakhohlwa ukungitusela indlela [n] ayelobola ngayo umk umkhwenyana
isizulu_067_21_26,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_067\isizulu_067_21.wav,3.38,isizulu_067,54,wo phela lowo mntanami usaba ukugana
isizulu_003_20_27,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_003\isizulu_003_20.wav,5.38,isizulu_003,21,wasala [s] yedwa ujakobe kwam kwabambana naye umuntu kwaze kwasa
isizulu_046_18_28,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_046\isizulu_046_18.wav,5.76,isizulu_046,48,nsizwa asizame ukubhukuda sigwedle siyophuma ngale kwalo mfula
isizulu_187_21_29,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_187\isizulu_187_21.wav,10.66,isizulu_187,65,umfanyana ongumfowabo kankosazana we kankazana waselizwa leli zwi ukuthi noma kungathiwani elikadadewabo
isizulu_081_02_30,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_081\isizulu_081_02.wav,3.29,isizulu_081,21,[s] twenty [n] one [um] [n] amashumi amabili nanye
isizulu_164_16_31,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_164\isizulu_164_16.wav,5.91,isizulu_164,47,[n] vuyiswa mina ngino r kuphela ebhange
isizulu_011_02_32,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_011\isizulu_011_02.wav,1.3,isizulu_011,35,eyi thirty five
isizulu_044_11_33,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_044\isizulu_044_11.wav,1.99,isizulu_044,63,[n] zine [n] ulwezi
isizulu_157_04_34,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_157\isizulu_157_04.wav,0.89,isizulu_157,42,kumakhal' ekhukhwini
isizulu_016_30_35,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_016\isizulu_016_30.wav,4.47,isizulu_016,18,kuthiwa nguwe [n] kuthiwa nguwe kanye mfundisi ofunekayo
isizulu_067_01_36,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_067\isizulu_067_01.wav,0.42,isizulu_067,54,[n] izu
isizulu_155_03_37,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_155\isizulu_155_03.wav,1.41,isizulu_155,42,ngowesilisa
isizulu_189_27_38,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_189\isizulu_189_27.wav,5.68,isizulu_189,27,[um] akengithi [s] umuntu ufuna umsebenzi wasegalaji wokuthelela izimoto uphethilolo
isizulu_020_23_39,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_020\isizulu_020_23.wav,8.09,isizulu_020,56,mamo yin yinkonyane yendlovu ibhajwe odakeni
isizulu_070_15_40,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_070\isizulu_070_15.wav,7.41,isizulu_070,41,wahlala [n] ehlane lasepharanu unina wamthathela umfazi ezweni [n] lasegibithe
isizulu_009_16_41,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_009\isizulu_009_16.wav,6.52,isizulu_009,28,wamzonda n wamzonda njaloke unatana uonyesha
isizulu_148_13_42,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_148\isizulu_148_13.wav,16.93,isizulu_148,43,yiqanda yiqanda [s] [s] yisishagalombili yiqanda [s] kuthathu yisishagalombili kuthathu kune kune yisithupha [um] yisithuph
isizulu_013_16_43,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_013\isizulu_013_16.wav,5.55,isizulu_013,25,[n] [s] ndoda avule ifiliji akhiphe udilinki [n]
isizulu_149_03_44,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_149\isizulu_149_03.wav,1.03,isizulu_149,36,[s] ngowesifazane
isizulu_057_03_45,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_057\isizulu_057_03.wav,1.17,isizulu_057,28,owesifazane [n]
isizulu_158_11_46,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_158\isizulu_158_11.wav,2.37,isizulu_158,Not Available,y e s o n t o
isizulu_027_01_47,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_027\isizulu_027_01.wav,0.85,isizulu_027,21,[s] isizulu
isizulu_040_09_48,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_040\isizulu_040_09.wav,0.9,isizulu_040,24,brakpan
isizulu_093_24_49,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_093\isizulu_093_24.wav,11.92,isizulu_093,50,ngalendlela uba neqiniso lokuthi wamu uwamumethe wonke amaphuzu [n]
isizulu_062_17_50,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_062\isizulu_062_17.wav,6.65,isizulu_062,38,[n] ndoda avule [s] avule [n] ifiliji akhiphe udilinki
isizulu_123_20_51,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_123\isizulu_123_20.wav,9.58,isizulu_123,50,kuthe nje kungakabonakali nokuthi baqophe kuphi base bemanzi te bemanzi te umjuluko
isizulu_155_08_52,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_155\isizulu_155_08.wav,9.32,isizulu_155,42,ngazalwa eminyakeni eminyakeni eyinkulungwane namakhulu ayishagalolunye namashumi ayisithupha nanhlanu enyangeni kazibandlela zingamashumi amabili nanhlanu
isizulu_020_01_53,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_020\isizulu_020_01.wav,1.32,isizulu_020,56,[n] ngikhuluma isizulu
isizulu_024_04_54,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_024\isizulu_024_04.wav,1.43,isizulu_024,22,[n] umakhale'ekhukhwini
isizulu_083_23_55,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_083\isizulu_083_23.wav,7.89,isizulu_083,44,cabanga ukuthi ngishaywa yitsh yitshe kanti oh ngicabanga ukuthi ngishaywa yitshe kanti cha yisihlahla
isizulu_088_28_56,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_088\isizulu_088_28.wav,6.23,isizulu_088,23,sekuthanda ukuthi xhifi [n] manje nakunkosi nakunkosi
isizulu_063_11_57,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_063\isizulu_063_11.wav,7.33,isizulu_063,23,o k wu z [s] i v i k e l a [n]
isizulu_135_11_58,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_135\isizulu_135_11.wav,1.54,isizulu_135,22,z zisuke
isizulu_172_24_59,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_172\isizulu_172_24.wav,15.54,isizulu_172,57,[n] ngenxa yemfuyo isizwe sama mamasayi siphila impilo yonozulazula amamilwa kamili mbuya
isizulu_051_07_60,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_051\isizulu_051_07.wav,1.63,isizulu_051,32,[n] no angishadanga
isizulu_042_04_61,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_042\isizulu_042_04.wav,1.36,isizulu_042,22,[n] kumakhal' ekhikhini
isizulu_186_14_62,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_186\isizulu_186_14.wav,1.48,isizulu_186,12,[n] umnyango wezolimo
isizulu_006_12_63,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_006\isizulu_006_12.wav,3.02,isizulu_006,40,amashumi amabili nesishagalombili undas
isizulu_136_06_64,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_136\isizulu_136_06.wav,10.55,isizulu_136,17,[s] ishumi nesishagalo ishumi neshagolombi neshagalolunye [n] namashumi ayishagalolu ayishagalolunye ngo ngomfumfu ngelanga [s] lesithupha
isizulu_132_04_65,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_132\isizulu_132_04.wav,1.61,isizulu_132,55,ocingweni olujwayelekile
isizulu_035_07_66,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_035\isizulu_035_07.wav,3.04,isizulu_035,33,[um] ngomhla weshumi nantathu kumashi
isizulu_068_19_67,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_068\isizulu_068_19.wav,7.62,isizulu_068,49,amadodana kanafetali ngojaseli noguni nojeseri noshilemi
isizulu_055_03_68,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_055\isizulu_055_03.wav,2.12,isizulu_055,32,[n] ngingowesilisa
isizulu_102_15_69,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_102\isizulu_102_15.wav,6.47,isizulu_102,Not Available,[n] qhamu into esanyoni kodwa ibe iyimpanjana yomuthi
isizulu_120_10_70,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_120\isizulu_120_10.wav,2.41,isizulu_120,17,[s] seligamengxe [n] elomkhothi
isizulu_111_09_71,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_111\isizulu_111_09.wav,1.54,isizulu_111,19,[n] e newcastle
isizulu_082_05_72,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_082\isizulu_082_05.wav,2.78,isizulu_082,22,one [n] two two eight four
isizulu_158_26_73,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_158\isizulu_158_26.wav,7.71,isizulu_158,Not Available,dolly he he ngisemncane ma ukuba ngingacabanga ngalokho
isizulu_129_29_74,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_129\isizulu_129_29.wav,3.83,isizulu_129,25,[n] dolly cha ngiyabonga impela jabu
isizulu_195_07_75,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_195\isizulu_195_07.wav,1.34,isizulu_195,52,yebo [n] ngishadile
isizulu_043_03_76,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_043\isizulu_043_03.wav,0.7,isizulu_043,21,[n] wesifaza
isizulu_171_29_77,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_171\isizulu_171_29.wav,9.46,isizulu_171,37,basuka e ero ebrona bamisa e ezinyangabheri
isizulu_029_14_78,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_029\isizulu_029_14.wav,2.09,isizulu_029,22,[n] umnyango wezolimo [n]
isizulu_128_27_79,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_128\isizulu_128_27.wav,7.12,isizulu_128,17,yamgqolozela ngamehlo ahlabayo inhlwathi utajewo ebonakala nje ukuthi ididekile
isizulu_037_23_80,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_037\isizulu_037_23.wav,3.89,isizulu_037,52,mama kwenzenjani dolly mntanami
isizulu_185_22_81,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_185\isizulu_185_22.wav,5.34,isizulu_185,63,lesisalukazi sihlala sodwa lapha kulendlu
isizulu_047_29_82,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_047\isizulu_047_29.wav,3.74,isizulu_047,38,kodwa ukuhlehla kwayo kunokuxwaya okuthile
isizulu_017_24_83,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_017\isizulu_017_24.wav,8.47,isizulu_017,24,lokhu ukungefani makuvele [s] olimini olusetshenziswayo [n] nendlela okubekwa ngayo inkulumo
isizulu_170_23_84,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_170\isizulu_170_23.wav,4.16,isizulu_170,50,yena wasala elele la phezu kwedwala
isizulu_017_03_85,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_017\isizulu_017_03.wav,1.79,isizulu_017,24,[n] [s] ucingo olujwayelekile
isizulu_097_10_86,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_097\isizulu_097_10.wav,3.15,isizulu_097,35,kwata yehora emva kw kwehora lokuqala
isizulu_161_24_87,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_161\isizulu_161_24.wav,8.43,isizulu_161,22,sondela lapha kimi ndodana [n] angizekele ngoyihlo
isizulu_121_11_88,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_121\isizulu_121_11.wav,1.35,isizulu_121,33,[n] yasuka
isizulu_093_20_89,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_093\isizulu_093_20.wav,15.32,isizulu_093,50,wabuza impilo yabo wathi usaphila uyihlo ixhegu enan a enanikhuluma ngalo na
isizulu_091_25_90,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_091\isizulu_091_25.wav,10.99,isizulu_091,25,amadodana kajisihari ngokora no nonefegi [n] nozikiri
isizulu_009_22_91,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_009\isizulu_009_22.wav,6.01,isizulu_009,28,mero meromo mngane wami asiziyeke lezo
isizulu_007_16_92,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_007\isizulu_007_16.wav,6.17,isizulu_007,44,ilanga leli alishis alishisi nje li linomuntu phansi
isizulu_055_26_93,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_055\isizulu_055_26.wav,7.21,isizulu_055,32,babambana no professor bagomothelana [n] kwaba zibhodongo
isizulu_101_13_94,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_101\isizulu_101_13.wav,8.54,isizulu_101,62,[n] zero four one two two eight one seven six two
isizulu_157_12_95,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_157\isizulu_157_12.wav,2.17,isizulu_157,42,twenty two unhlangulana
isizulu_008_28_96,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_008\isizulu_008_28.wav,7.87,isizulu_008,49,mtshele ukuthi [s] asizosatshiswa ngegama likankulunkulu [s] thina
isizulu_119_09_97,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_119\isizulu_119_09.wav,1.52,isizulu_119,29,ngihlala [n] e ikageng
isizulu_113_24_98,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_113\isizulu_113_24.wav,10.99,isizulu_113,30,bheka nje yena [um] [s] lajewo akakabuzwa ubumnandi bokuba yinsizwa yebutho lamamasayi
isizulu_078_25_99,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_078\isizulu_078_25.wav,4.9,isizulu_078,42,kwakukhona [s] ingilazi yamanzi ke ayephuzwa ngumnumzane
isizulu_152_02_100,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_152\isizulu_152_02.wav,2.1,isizulu_152,28,ngine minyaka eyeshumi neshagalombili
isizulu_114_21_101,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_114\isizulu_114_21.wav,6.4,isizulu_114,29,lona iqanda lelo [n] bazolithatha kanjani ngaphansi kokhozi lwensika
isizulu_186_30_102,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_186\isizulu_186_30.wav,6.3,isizulu_186,12,intuthu lena ivela kumabutho amabili esizwe [n] samandorobo
isizulu_182_08_103,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_182\isizulu_182_08.wav,3.01,isizulu_182,24,[n] mhla zingamashumi amabili kumfumfu
isizulu_103_03_104,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_103\isizulu_103_03.wav,2.04,isizulu_103,28,ngikhuluma kumakhal' ekhukhwini [n]
isizulu_093_08_105,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_093\isizulu_093_08.wav,4.86,isizulu_093,50,[s] ngazalwa nge two zaka october nineteen fifty six
isizulu_056_11_106,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_056\isizulu_056_11.wav,4.26,isizulu_056,22,y i lu p h i [s] k i [s]
isizulu_162_09_107,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_162\isizulu_162_09.wav,1.29,isizulu_162,51,thugela ferry
isizulu_167_27_108,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_167\isizulu_167_27.wav,7.3,isizulu_167,19,gubhu gubhubhu ba abafana bethukile futhi beno no no benokwesaba
isizulu_154_07_109,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_154\isizulu_154_07.wav,0.61,isizulu_154,22,cha
isizulu_011_01_110,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_011\isizulu_011_01.wav,1.04,isizulu_011,35,isizulu [n]
isizulu_076_04_111,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_076\isizulu_076_04.wav,1.1,isizulu_076,44,ucingo [n] olujwayelekile
isizulu_019_23_112,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_019\isizulu_019_23.wav,5.66,isizulu_019,21,mina ngi ngingufezela omncane nje [n] angilutho
isizulu_142_16_113,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_142\isizulu_142_16.wav,4.36,isizulu_142,37,athi uma ecubungula lamazwi kuxhuxhuzele isisu
isizulu_086_11_114,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_086\isizulu_086_11.wav,1.36,isizulu_086,35,[s] o l a
isizulu_167_28_115,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_167\isizulu_167_28.wav,11.62,isizulu_167,19,laphendukela kubona otsha otajewo nomeromo ngisho n nakuyo indlovu sesivutha ulaka
isizulu_154_13_116,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_154\isizulu_154_13.wav,8.54,isizulu_154,22,iqanda [n] yisikhombisa shagalombili yisikhombisa yishagalombili kunye [n] amaqanda awu two [n] shagalombili [n] yiqanda [n]
isizulu_087_16_117,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_087\isizulu_087_16.wav,12.75,isizulu_087,Not Available,[s] abantwana baka israel ba suka [s] e eramshesi e eramsesi eramsesi bamisa esukothi
isizulu_159_17_118,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_159\isizulu_159_17.wav,8.54,isizulu_159,33,othisha mabazame ngesi ngesibonelo nangokukhuthaza abantwana ukuthola inkulumo [n] echachile eqondile engenakundiyazela
isizulu_188_17_119,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_188\isizulu_188_17.wav,12.22,isizulu_188,25,acingwe acingwe uchakijana lize li ligcine se [um] selimtholile ibhubesi
isizulu_112_04_120,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_112\isizulu_112_04.wav,1.09,isizulu_112,17,olujwayelekile
isizulu_052_19_121,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_052\isizulu_052_19.wav,2.81,isizulu_052,44,efane makuvezwe ke inkulumo
isizulu_159_09_122,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_159\isizulu_159_09.wav,2.08,isizulu_159,33,ngihlala emzimkhulu
isizulu_121_20_123,D:\Model-Finetuning\wav2vec2\data\ASR.Lwazi.Zul.1.0\audio\isizulu_121\isizulu_121_20.wav,4.46,isizulu_121,33,[s] ilanga leli [n] alishisi nje linomuntu phansi
