File ID,Subfolder,Transcription
isindebele_001_25,isindebele_001,"[n] [s] eliveli, lona eli- olihlawulelako lithi lingakhula, likuhlabe."
isindebele_001_26,isindebele_001,"[n] isiphakamiso leso, samukelwa ngokomthetho [n] yihlangano yeenhlangano zababeregi ngeSewula, Afrika ngoJulayi."
isindebele_001_27,isindebele_001,"[n] ngalilisa ipalapala khona [n] ibutho, leembiliga li- lizakwizwa bona umphako, [n] awusadliwa mntwana."
isindebele_001_28,isindebele_001,"ziyifetjheni iingubo [n] zesi- zesikolo, abezembathako nazo zithi, ngiyifetjhen-."
isindebele_001_29,isindebele_001,"[n] yesibili nayo nasi ijame khona, l- izele [n] iimbuzi."
isindebele_001_30,isindebele_001,"bathi amanzi aphuma phasi la, ayababa bona, bakha amanzi wona [n] epompini."
isindebele_002_01,isindebele_002,[n] -Ndebel-.
isindebele_002_02,isindebele_002,amatjhumi amabili nasithandath-.
isindebele_002_03,isindebele_002,umule wembaj-.
isindebele_002_04,isindebele_002,emtatweni wangekhay-.
isindebele_002_05,isindebele_002,"sikhala, yinye, -qatjhaza, [n] yinye, -qatjhaza, zimbili, [s] sikhala, zimbili."
isindebele_002_06,isindebele_002,"[n] amatjhumi amabili [n], nas- na-na- nasithandathu, [s] kuSinyikhaba."
isindebele_002_07,isindebele_002,awa [n].
isindebele_002_08,isindebele_002,ngabelethelwa eMabuyeni.
isindebele_002_09,isindebele_002,ngihlala edorobheni leNaspoti.
isindebele_002_10,isindebele_002,"mizuzu ematjhumi amathathu, ngemva kobana, kubethe i-iri, lesine."
isindebele_002_11,isindebele_002,"W, E, Z, W, A, K, A, L, A."
isindebele_002_12,isindebele_002,"lilanga elimatjhumi amabili, nanye, [n] kuMgwengweni."
isindebele_002_13,isindebele_002,"liqanda, mbili, liqanda, sithandathu, kunane, khomba, khomba [n], [n] zine, zine, [n] mbili."
isindebele_002_14,isindebele_002,"[n] iphiko [n], lezokwamukelwa, kwentela, eSewula Afrika, uMazibuse weSewula Afrika."
isindebele_002_15,isindebele_002,"uzokurareka, khulu, [n] nakezwa, lendaba kutjho [n], UNaMtshweni."
isindebele_002_16,isindebele_002,"ayuyele, ngendlini, la, bekahlezi khon-."
isindebele_002_17,isindebele_002,"[n] kuthini nge- ngentamo, zenu ezimku- -lukuluku, nenyawo zenu [n] ezimakghwakghwa, [n] kangaka."
isindebele_002_18,isindebele_002,"ningatjho njalo [n] madoda, ngombana [n] uThugwana, usibizile, nathi, ke, sesingenile emrarweni."
isindebele_002_19,isindebele_002,"[n] ngathi kilo asitjhide, sijamele kude, ngombana [n], ingwemabala la, [n] ayikhambi yodwa."
isindebele_002_20,isindebele_002,"athi angabona, lokuthoma, [n] alithole, litlolwe kuhle, ngamaledere, anzima, nabovu, amakhulu."
isindebele_002_21,isindebele_002,"izulu, line khulu, lirhurhule, ihlabathi, edibizese, iimbontjisi leza [s]."
isindebele_002_22,isindebele_002,"Skhosana, Foreign [n], Interference, in the Sound, Grammatical, and [n] Lexical System, of Southern Ndebele."
isindebele_002_23,isindebele_002,"wena qhegu ngiyabona bonyana nguwe, owazi indaba, kufanele bonyana, [n] sikuvalele, kancaza-."
isindebele_002_24,isindebele_002,"[n] lesisibawo, esenziwa emhlanganweni, owawu- banje- obawu- owawubanjwe esibhedlela, se- Philadelphia, e- Dennilton, ngomhlaka-Julayi [s]."
isindebele_002_25,isindebele_002,"indlela, yokutholakala kwayo, wayibeka, [n] yaba, nema- [n] nemibandela, [s] ethile-, ethileko."
isindebele_002_26,isindebele_002,"mbala, iwahle khudlwana, ihliziyo, kaMave-."
isindebele_002_27,isindebele_002,"afise ngathana, nendlela, eya, eMadlangeni, iyalala, kubuyelwe, [n] godu."
isindebele_002_28,isindebele_002,"ngokuba, neendlebe, ezibukhali, nokulinga, ukulandela, umthetho, [n] bafikile, nokho, [s] -Dladla."
isindebele_002_29,isindebele_002,"lithe, lingezwa bonyana [n], umnakwabo, uthumbile, [n] emdlalweni wamaguduva, leqela phezulu, isokana, langeKosini [n]."
isindebele_002_30,isindebele_002,"[n] ukutlola [n], irherho, lamabizo, waba- -vowudi, [n] elijayelekileko, lelizwe, [n] lonke, ukutlolisa, li- ukutlolisa iinqhema, zePitoli [n]."
isindebele_003_01,isindebele_003,[n] siNdebel-.
isindebele_003_02,isindebele_003,"ngineminyaka [n] ematjhumi, amabili nani."
isindebele_003_03,isindebele_003,ngingumundu wengu-.
isindebele_003_04,isindebele_003,kumalila edinini.
isindebele_003_05,isindebele_003,"isikhala, kunye, yiqatjhazi, kubili, yiqatjhazi, kunye, isikhala, kuthathu."
isindebele_003_06,isindebele_003,[n] imatjhumi amabili kuTjhirhweni.
isindebele_003_07,isindebele_003,awa.
isindebele_003_08,isindebele_003,Siyabus-.
isindebele_003_09,isindebele_003,eSiyabus-.
isindebele_003_10,isindebele_003,"mizuzu ematjhumi, amathathu ngemva kobana, kubethe i-iri lesithath-."
isindebele_003_11,isindebele_003,"ngu U, ngu M, ngu A, ngu B, ngu I, [n] ngu D, ngu Z, [n] ngu A, ngu N, ngu A."
isindebele_003_12,isindebele_003,"lilanga, [n] lesithathu, [n] kuRhoboyi."
isindebele_003_13,isindebele_003,"-qanda [n], liqanda, [n] kubili, kuthathu, bunane, sikhombisa, kune, sithandathu, bunane, sithandath-."
isindebele_003_14,isindebele_003,"-bhala, [n] wezokuphepha nokuvikela, uMazibuse, weSewula Afrika."
isindebele_003_15,isindebele_003,"khonapho [n] ngendlini kuzaba, [n] nekamero lokuhlambela, umzimba."
isindebele_003_16,isindebele_003,"amapholisa, [n] wekhethu la, adlange khulu [n]."
isindebele_003_17,isindebele_003,"[n] esiphandeni, seMadlangeni, kuthome uku- [n] kuthome, umukghwa, ebe, ungakalindeleki."
isindebele_003_18,isindebele_003,"uzokurareka, [n] khulu, nakezwa lendaba kutjho UNaMtshweni."
isindebele_003_19,isindebele_003,"ngendlela, atjhayela ngayo, bonakele bona, ihli- ihliziywakhe, ayikho la."
isindebele_003_20,isindebele_003,"baduduzana nje, ilanga, naliya, selikhulumisana, nabesana, ngeenkomo."
isindebele_003_21,isindebele_003,"Abosomodere, bagugudlhele, iinlodlhelo ngezandla, bafuna ukubaleka."
isindebele_003_22,isindebele_003,"uzokurareka khulu, nakezwa lendaba, kutjho [n] UNaMtshweni."
isindebele_003_23,isindebele_003,"lomraro siwubona, uphethwe [n] emsebenzini la, kusebenza khona uSibungusehlok-."
isindebele_003_24,isindebele_003,"abakwazi ukukhamba isikhathi esingaka bangasabuyi bazomhlola, la, eMkobol-."
isindebele_003_25,isindebele_003,"kuthe, [n] bona, baqede ukuwufuza namasenkana, wakhona, sebawalayitjhile, kwabe, nelanga, selenyukile."
isindebele_003_26,isindebele_003,"yathi, utunwana, unGethwe, ngetshilani, ngobanyana, khawatjele, ngomhlangan-."
isindebele_003_27,isindebele_003,"lithe, lingezwa bonyana, umnakwabo [n] uthumbile, emdlalweni, wamaguduva [n], leqela phezulu, isokana, la langeKos-."
isindebele_003_28,isindebele_003,"ezitjho, ubujamo, datjhalala, genu, rabhalala, simthole ahlezi, datjhalala ngobuvila, bakhe."
isindebele_003_29,isindebele_003,"eqinisweni awukahluki, [n] eliveni, lona, olihlawulelako, lithi [n] lingakhula, likuhlabe."
isindebele_003_30,isindebele_003,"Van, Warmelo Trans- Transvaal, Ndebele taxi's, Ethnological, Publication, vol- Government Printers, Pretoria."
isindebele_004_01,isindebele_004,[n] siNdebele.
isindebele_004_02,isindebele_004,nginamasumi amabili weminyaka neminyaka elikhomba.
isindebele_004_03,isindebele_004,ngingewengubo.
isindebele_004_04,isindebele_004,[s] [n] ngikhuluma emtatweni wangekhaya.
isindebele_004_05,isindebele_004,"kunye, liqatjhaza, kubili, liqatjhaza, kubili, sikhala, kune."
isindebele_004_06,isindebele_004,"lilanga lokuthoma kuNobayeni, enyakeni oyikulungwana yinye, namakhulu alithoba, namatjhumi abunane."
isindebele_004_07,isindebele_004,angatjhadi [n].
isindebele_004_08,isindebele_004,ngabelethelwa kwaNdebele e- Weltevrede.
isindebele_004_09,isindebele_004,ngihlala [n] e- Germiston.
isindebele_004_10,isindebele_004,mizuzu ematjhumi amathathu ngemva kobana kubethe i-iri lesithandathu.
isindebele_004_11,isindebele_004,"N, G, A, M, B, O, N, A."
isindebele_004_12,isindebele_004,lilanga lobunane kuTjhirhweni.
isindebele_004_13,isindebele_004,"umnyango, weendaba zangaphandle uMazibuse weSewula Afrika."
isindebele_004_14,isindebele_004,phela ekhaya bamazi ayokufuna umsebenzi ngePitori.
isindebele_004_15,isindebele_004,kelinye ipulasi sibona izinja zigijimisa umqasa.
isindebele_004_16,isindebele_004,azokwazi ukumtjela kuhle bona yena akadlalelwa.
isindebele_004_17,isindebele_004,iinkomezo zisale ngokwentando kababa uBongwe.
isindebele_004_18,isindebele_004,"nokubaleka kwazo lezi iinkomo bekungathi ziyazi bona ikoloyi yinto ekungazange, khezilayitjhwe kiyo."
isindebele_004_19,isindebele_004,uyilayelwa matjhila ngokuthi jika la khamba nje.
isindebele_004_20,isindebele_004,"yintonyani engena [n] emjekeni nakikhu- nakukhiwa utjwala, nofana [n] yikapho engena ngemgqonyini nakukhiwa amanzi."
isindebele_004_21,isindebele_004,sitjheje khulu bonyana isiko lihlangana njani nomdlalo.
isindebele_004_22,isindebele_004,"[n] lokho ngakutjho, naphambilini mhlana ngize noJanson."
isindebele_004_23,isindebele_004,ngelanga elilandelako sakhwela ngeembhesini zethu.
isindebele_004_24,isindebele_004,umfundi nakacoca ngomahluko okhona hlangana nenovela nendatjana kufanele akghone nokunikela iimbonelo.
isindebele_004_25,isindebele_004,"[n] ngizakubedlha ngawo iintonga ezihle [n] umkami azirubele ngomncamo [s], iindunwezi siyoz- ziyo- siyozithengisa."
isindebele_004_26,isindebele_004,"kubeke phezu etafuleni wenzelele, kobana, nosemnyameni abone akhanyiselwe."
isindebele_004_27,isindebele_004,sekuthwase yesibili nayo sebele iyokuphela.
isindebele_004_28,isindebele_004,"lokho kutjengisa bona ikulumo yomuntu ongasekho, aniyithatheli ehloko."
isindebele_004_29,isindebele_004,"yindlondlo bayitjhiye eyabhala kwabamhlophe yabhala eentabeni zakoSoSinodolo, mhla, kunguJimsoni."
isindebele_005_01,isindebele_005,siNdebe- [n].
isindebele_005_02,isindebele_005,ngineminyaka emasumi amathathu nasithandath- [n].
isindebele_005_03,isindebele_005,ngimumuntu wembaji.
isindebele_005_04,isindebele_005,ngikhuluma kumaliledinini.
isindebele_005_05,isindebele_005,"kubili, liqatjhazi, kunye [n], liqatjhazi, kunye, kuhlanu."
isindebele_005_06,isindebele_005,"[um] mhla amalanga amasumi, [n] enyangeni kaMhlolanja."
isindebele_005_07,isindebele_005,awa angikatjhadi.
isindebele_005_08,isindebele_005,"[n] ngibelethelwe [n], e- Middelbu-."
isindebele_005_09,isindebele_005,[n] idorobha lange [n] Middelbu-.
isindebele_005_10,isindebele_005,imizuzu elitjhumi nahlanu [n] ngemva kobana [n] kubethe i-iri letjhumi nambil- [n].
isindebele_005_11,isindebele_005,"K [n], U, S, ngu E, L, [n] ngu E."
isindebele_005_12,isindebele_005,"lilanga [n] letjhumi, nobunane [n] kuNtaka."
isindebele_005_13,isindebele_005,"lilize, [n] bunane, kunye, [n] likhomba, kuhlanu [s], kunane, [n] kune, lilize, likhomba, sithandat-."
isindebele_005_14,isindebele_005,"imidlalo nokuzithabisa eSewula [n] Afrika, [n] uMazibuse weSewula Afri-."
isindebele_005_15,isindebele_005,"[n] njengomfundi, musa ukuthatha [n] isifundo sefonetiki njengesifundo [n] esiyitsitsirimba yomraro."
isindebele_005_16,isindebele_005,"umuntu ogade [n], azumela lokho, nezwa umbiko lo [n] [n], wabe angakambathi na- nakuhle."
isindebele_005_17,isindebele_005,"nokho uMasango, akatshwenyi, [n] kokuyaphi."
isindebele_005_18,isindebele_005,"amaqutjana wehlabathi yefukwana la, [n] wona kghani ngabe [s], atjho in-."
isindebele_005_19,isindebele_005,"wo khunye [n] lidla [n], iintanga, iintanga zomgade, umratha, [s] uburotho, isiphila [n]."
isindebele_005_20,isindebele_005,lokho kwaziwa nguye [s] kuSkhosana noMasa- [n].
isindebele_005_21,isindebele_005,"[n] zirhwaywa [n] ngu [n] [s], zirhwaywa [n] ngunanyana, ngubani womndeni [n], kungaba ngugogo, [s] ubamkhu-."
isindebele_005_22,isindebele_005,"bathi amanzi [n] aphuma [n] phasi la, ayababa bona [n], bakha amanzi wabo epompi-."
isindebele_005_23,isindebele_005,"umfundi [n], nakacoca [n] ngamahl- ngomahluko okhona, hlangana [n] nenovela, nendatjana, kufanele [s], akghone, nokunikela [s], iimbonelo."
isindebele_005_24,isindebele_005,"okubuye [s] kusize, uMavela bona akhambe abuza [n] abantu kube ngiwo [s], amatjhila layo."
isindebele_005_25,isindebele_005,"abantabethu [s] bafanele bayirhuluphele, [n] ngombana, [n] iyimbeleko, [s] enoboya, [n] efuthumela-."
isindebele_005_26,isindebele_005,"asikwazi bona sing- singenza izinto, [s] njengaba- njengabesanyana [n] abanqa-."
isindebele_005_27,isindebele_005,"[n] ubuza nje, [n] kusekuseni, [s] unogogwakhe, [n] [s] ngekhwitjhini, barhamula [s] iti-."
isindebele_005_28,isindebele_005,"[s] ukutjhayela ngaphandle kweempepha, kweempepha [s] [n] zokutjhayela, ukweqa, amarobodo, [s] nokutjhayela, ngobu-, aburhiqwa."
isindebele_005_29,isindebele_005,"sezilala zingakalali [n], zigadene, [s] nama-, namal-, [s] nalom- nalomhlolo, [s] wokulahlekelwa yifuyo."
isindebele_005_30,isindebele_005,"ungomunye umuntu, obahlaza, [n] nangabe umuntu [n], aqophene na- anqophene naye, [n] umthatha, ngesinqele."
isindebele_006_01,isindebele_006,siNdebele.
isindebele_006_02,isindebele_006,ngineminyaka emasumi amathathu nobunane.
isindebele_006_03,isindebele_006,[n] ngimumuntu [n] wembaji.
isindebele_006_04,isindebele_006,emtatweni wangekhaya.
isindebele_006_05,isindebele_006,"kubili, ngu ngqi, kunye, ngu ngqi [n], kubili, sikhala, sithandathu."
isindebele_006_06,isindebele_006,mhlazana amalanga amahlanu kuSewula.
isindebele_006_07,isindebele_006,iye [n] ngitjhadile.
isindebele_006_08,isindebele_006,e- Komati.
isindebele_006_09,isindebele_006,eSiyabuswa.
isindebele_006_10,isindebele_006,"mizuzu, elitjhumi nahlanu, ngemva, kobana kubethe i-iri, lesithathu."
isindebele_006_11,isindebele_006,"ngu E, ngu S, ngu L, ngu I, ngu Z, ngu I, ngu Y, ngu W, ngu E, [n] ngu N, [n] ngu I."
isindebele_006_12,isindebele_006,"lilanga elimatjhumi, amabili, nakhomba, kuNobayeni."
isindebele_006_13,isindebele_006,"liqanda, kuthathu, liqanda, kune, thandathu, liqanda, thandathu, bunane, liqanda, kubili."
isindebele_006_14,isindebele_006,"unobhala wezokuphepha, nokuvikela, uMazibuse, weSewula Afrika."
isindebele_006_15,isindebele_006,"nangabukufa, kudinwa kwehliziyo, [n] namkha kulahlekelwa mzimba, omuhle, namkha, ukulahlekelwa mcabango."
isindebele_006_16,isindebele_006,"[n] amagama kaMvenselwa amhlabe, uMabinzana."
isindebele_006_17,isindebele_006,"into nje kukuthi, irhwanqa, [n] leemfunda lizwiwa, ngokuthi, lisebenza, ehotela, ephambili, ekuthiwa yePitori."
isindebele_006_18,isindebele_006,"kelinye ipulasi, sibona, izinja zigijimisa umqasa."
isindebele_006_19,isindebele_006,"mina ngabesele, ngingenwa, livalo, ngicabanga bona ikosi izangiqotha, ngombana, ngingowamaNdzu-."
isindebele_006_20,isindebele_006,"uthe nakathi uthi mehlo suka, wabona uMalusi, sekadindilizile phasi, aphuma igwebu ngomlomo, nangeempumulo."
isindebele_006_21,isindebele_006,"uthini n- ngen- ngentamo ngentam- ngen-, ngen- ngentamo zenu ezimlukuluku, neenyawo ezim- ezimakghwakghwa kangaka."
isindebele_006_22,isindebele_006,"sekuthwase yesibili nayo, sebele iyaphela."
isindebele_006_23,isindebele_006,"[n] abazali bakaDavi, bathi, akaguq- akuguqweni, kuthandazwe."
isindebele_006_24,isindebele_006,"ubuthankgha bomlomo, obulikghono lelimi, buhla-, buhlakanis- buhlukanisa, iingatjana ezintathu, izaga, izitjho, kanye nemirarejo."
isindebele_006_25,isindebele_006,"ngilokhu ese- esikwaziko, umfundi, nangabe uyakghona, ukulalela imilayo, iimemezelo, nokuphendula, ngefanelo."
isindebele_006_26,isindebele_006,"esikhawin- esikhuweni, akusatl- akusathokozwa akusathokozwa, nobunaba urerhe, [um] bathokoze."
isindebele_006_27,isindebele_006,"amaqutjana wehlabathi, yefukwana la, wona, kghani ngabe atjho ini."
isindebele_006_28,isindebele_006,"qala mina, bona, idarada nekabi, nasi ingenzeni."
isindebele_006_29,isindebele_006,"utlola irherho lamabizo wabantu, wabavowudi, eli- jayelekile, leliZweloke, uku- ukutlolisa iinqhema, zepolotiki."
isindebele_006_30,isindebele_006,"kuthe sele ba- bafikelwa kurhala, kwaba- kwakhona, -bazikghonako."
isindebele_006_31,isindebele_006,"uthini ngeentamo zenu, ezimlukuluku, neenyawo, ezimakghwakghwa kangaka."
isindebele_006_32,isindebele_006,"ubuthakgha bomlomo, obulikghono lelimi, buhlukaniseka, iingatjana, ezintathu, izaga, in- izitjho, kanye neenrarejo."
isindebele_006_33,isindebele_006,"[n] ngilokhu esikwaziko umfundi nangabe uyakghona ukulalela, imilayo, iimemezelo nokuphendula, ngemfa- ngemfanelo."
isindebele_006_34,isindebele_006,"esikhuweni akusathokozwa nabo khenge, bathokoze."
isindebele_006_35,isindebele_006,"amaqutjana wehlabathi yefukwana la, wona kghani ngabe, atjho ini."
isindebele_007_01,isindebele_007,[n] s- siNdebele.
isindebele_007_02,isindebele_007,[n] ngineminyaka ematjhumi [n] amathathu.
isindebele_007_03,isindebele_007,[n] ngimuntwenguba.
isindebele_007_04,isindebele_007,ngikhuluma kumaliledinini.
isindebele_007_05,isindebele_007,"kubili, liqatjhazi [n], kubili, liqatjhazi [n], kunye, sikhala, likhomba."
isindebele_007_06,isindebele_007,"mhlazana amalanga alitjhumi, [n] nesithandathu, [n] kuNobayeni, enyangeni, eyinkulungwana, yinye, namakhulu alithoba, namatjhumi asithandathu, nathoba [n]."
isindebele_007_07,isindebele_007,awa.
isindebele_007_08,isindebele_007,ngabelethelwa e- Middelburg [n].
isindebele_007_09,isindebele_007,ngihlala e- [n] Bronkoorspruit.
isindebele_007_10,isindebele_007,"mizu- [n], mizuzu elitjhumi nahlanu, ngemva kobana kubethe, i-iri, [n] lesithathu."
isindebele_007_11,isindebele_007,"S [n], A, M, A, M, H, L, A, N [n], J, E [n]."
isindebele_007_12,isindebele_007,"lilanga letjhumi, nathathu, kuKhukhulamungu."
isindebele_007_13,isindebele_007,"lize, likhomba, bunane, kubili, bunane, likhomba, kubili, sithandathu, likhomba, kuhlanu."
isindebele_007_14,isindebele_007,"umnyango wezokurhwebelana, namabubulo, uMazibuse, [n] weSewula Afrika."
isindebele_007_15,isindebele_007,"ebodeni lapho [n], wabona isithombe [n] esinabantu, abambeswe, iimphuraphura."
isindebele_007_16,isindebele_007,"awa, ngidle sengiyijamise, njengentethe, ecabazini."
isindebele_007_17,isindebele_007,"mbala nguSkhosana, usendleleni, selalahleka."
isindebele_007_18,isindebele_007,"nangambala, ayithathe, athokoze, kuVusi, bahlukane, baragele phambili nekhambo [n], labo [n], aboKholiwe."
isindebele_007_19,isindebele_007,"khona ngizakuqonda, koke [n], [um] ngumazo, nginikele ukuphila, ngifundukwazi [n], [n] njengekutani."
isindebele_007_20,isindebele_007,"[n] kodwana kwaSkhosana khona, kubovu kunjani, uzokufuna, abakuthole namhlanje."
isindebele_007_21,isindebele_007,"ngawo umzuzwana lowo indoda yatlhoga, umgodi wokusithela."
isindebele_007_22,isindebele_007,"Skhosana Foreign Interferences in the Sound, Grammatical, and Lexical System, of Southern Ndebele."
isindebele_007_23,isindebele_007,"imithetho esahlongozwako engaphandle, kwetjheduli."
isindebele_007_24,isindebele_007,"ezinye iinsebenzi zicabanga bona, itjhuguluko yanamhlanje, ibiza khulu, befuthi ayinamsebenzi."
isindebele_007_25,isindebele_007,"nakuyokulayitjhwa, kuba nguye, uMavela, odosa, [n] phambili."
isindebele_007_26,isindebele_007,"lokho kwaziwa nguye, kuSkhosana, noMasango [n]."
isindebele_007_27,isindebele_007,"ngaphandle kokumotjha isikhathi asikime uKholiwe aye, ngekamurini, abuye sele aphethe [n] iphepha, [n] lemiphumela."
isindebele_007_28,isindebele_007,"wangibawa bonyana, sihlukane, bewagandelela, kwamambala bonyana, ngifike, mhlanokho ngizoziveza, ekhabo."
isindebele_007_29,isindebele_007,"[n] sizazithola zoke, kanye, nesela, lakhona."
isindebele_007_30,isindebele_007,"nanyana isitjhebo singekho, kodwana yena, bayazama, bona, bamkhanzingele amaqanda."
isindebele_008_01,isindebele_008,[n] siNdebele.
isindebele_008_02,isindebele_008,[n] am amane neminyaka ekhomba [n].
isindebele_008_03,isindebele_008,[n] ngimumuntu [n] wengu-.
isindebele_008_04,isindebele_008,[n] ngikhuluma emtatweni wangekhaya.
isindebele_008_05,isindebele_008,"kunomuda, kwabano- no- [n] nabanakubili, kwabanongqi, [n] kwabanakubili, kwabanongqi, kwabanakubili, [n] kwabanomuda, kwabane [n] nobunane."
isindebele_008_06,isindebele_008,"mhlana amalanga amasumi amabili nahlanu kuNobayeni, enyakeni [um] [n] [s] umnya-."
isindebele_008_07,isindebele_008,awa.
isindebele_008_08,isindebele_008,[n] endaweni [n] yePitali.
isindebele_008_09,isindebele_008,[n] [n] eSiyabuswa.
isindebele_008_10,isindebele_008,[n] li-iri letjhumi nanye.
isindebele_008_11,isindebele_008,"[s] wu U [n], wu K, wu U, wu N, wu I [n], [n] wu K, wu E, wu L, wu W, [s] wu A."
isindebele_008_12,isindebele_008,lilanga letjhumi nambili kuSinyikha-.
isindebele_008_13,isindebele_008,"lilize, kubili, [s] kuthathu, kuthathu, kubili, kuthathu, kune, sithandathu, kunye, kuhlanu."
isindebele_008_14,isindebele_008,"[s] umnyango wokuhlinzekelwa, ngezindlu, uMazibuse weSewula [s] Afrika."
isindebele_008_15,isindebele_008,"uzokurareka khulu nakezwa lendaba, [n] kutjho UNaMtshweni."
isindebele_008_16,isindebele_008,"noma imidlalo ebikade ingena ngendlini, beyiyincani, nokho umlilo bewuphenjwa [n], n- no- noma imadlana ebekade ingena ngendlini beyiyincani, [n] nokho umlilo bewuphenjwa, nepoto beyiya eziko."
isindebele_008_17,isindebele_008,"kuthe sele bafikelwa, kunghala, kwakhona [n] abazikghonako."
isindebele_008_18,isindebele_008,akakho umuntu ongahluthulelwa indawo kanye ne- nepahla engeyakhe.
isindebele_008_19,isindebele_008,"manje mina ngingonjani ongazithathe-, engizoz- [n] engizothathelwa iinqunto [n] ngepilo yami."
isindebele_008_20,isindebele_008,"nguzinyo leempande kanye, nelikamfowabo, ngoba la- laba be- neempande, kanye, nelikaSoNtonga."
isindebele_008_21,isindebele_008,ngokukhamba kwesikhathi abantu bathoma ukufuya iinlwan- [n].
isindebele_008_22,isindebele_008,"wathi yena [n] uzokl- uzolinga ukuwuphungula [n], kodwana akhenge awuqede [n], ngombana amandlakhe ngew-, ngewedlame-."
isindebele_008_23,isindebele_008,"qalisisa izulu liyeza, ngipheni, umazi- umazilayela ngivike, ngipheni iimfiso zami, ngipheni ukuphumula kwenqond-."
isindebele_008_24,isindebele_008,"lokho ngakutjho na- naphambilini, mhla ngize n- Janson."
isindebele_008_25,isindebele_008,"asikwazi bona singenza [n] izinto, njengabas-, njengabesanyana abancani."
isindebele_008_26,isindebele_008,"[n] kuthe am- amanese, awavalile, u- awuvalile umbhede alindele udorhodere, bezwe aphefumula uZondani."
isindebele_008_27,isindebele_008,"khulukhulu kulinywa [n] iimfundafunda, iimfundafunda [n] eminengi yemirorho, [s] njengesipinitjhi, ikhabitjhi, iinkhwende nokunye."
isindebele_008_28,isindebele_008,"[s] nakithi zenji- zenjiwe, [n] zoke angeze kusarara."
isindebele_008_29,isindebele_008,"uthe nakathi uthi mehlo suka [n], wabona [s] uMalusi sekadidi- sekandilizile [n] phasi, aphuma igwebu ngomlomo nangeempumulo."
isindebele_008_30,isindebele_008,"manje ngisafuna ukuyokufunda [n] iresiphi yamajinja, bhasketi, [n] kuThandeka, waKwaMdlul- [n]."
isindebele_009_01,isindebele_009,-Ndebele.
isindebele_009_02,isindebele_009,"ngineminyaka ematjhumi amabili [n], nethoba."
isindebele_009_03,isindebele_009,ngimumuntu [n] wembaji.
isindebele_009_04,isindebele_009,kumaliledinini.
isindebele_009_05,isindebele_009,"kunye, liqatjhazi, kunye liqatjhazi, kunye, mthala, lithob-."
isindebele_009_06,isindebele_009,"[n] emalangeni, amatjhumi amabili nekhomba, kuMgwengweni, enyakeni, oyikulungwana yinye, namakhulu alithoba, namatjhumi ama- abunane."
isindebele_009_07,isindebele_009,awa.
isindebele_009_08,isindebele_009,ngeSiyabuswa [n].
isindebele_009_09,isindebele_009,[n] eSiyabuswa.
isindebele_009_10,isindebele_009,li-iri lokuthoma [n].
isindebele_009_11,isindebele_009,"[n] ngu W, ngu A, ngu Z, [n] ngu I, ngu Z, ngu W, no A."
