File ID,Subfolder,Transcription
siswati_001_28,siswati_001,"Sitawuke sitsi, kuhlo- [s] kuhlolahlola loku, [n] kulesifundvo."
siswati_001_29,siswati_001,"Pho-ke, tayimbuca tayimbuca [n] emlotseni, abengatjela, abenga- abengatjela bani, wakabani loku [n], bekuyimfihlo yakhe yedvwa le."
siswati_001_30,siswati_001,"ikharikhulamu, yelive, ilolonga, itfuku- itfuku- [um] [n] itfutfukise, takhamuti, tangemuso."
siswati_002_01,siswati_002,[n] Siswati.
siswati_002_02,siswati_002,emashumi [s] lamatsatfu nakune.
siswati_002_03,siswati_002,[s] ngimsikati.
siswati_002_04,siswati_002,elucingweni.
siswati_002_05,siswati_002,"kunye, [n] [s] licashata, kubili, licashata, [n] kubili, [n] kubili, siphohlongo."
siswati_002_06,siswati_002,"[n] siphohlongo, [s] enyangeni, yesitsatfu."
siswati_002_07,siswati_002,[n] [s] yebo.
siswati_002_08,siswati_002,[n] White River.
siswati_002_09,siswati_002,[n] ngihlala e- Whiteriver.
siswati_002_10,siswati_002,[s] emaminithi lalishumi nesihlanu kwendlule [n] insimbi yelishum-.
siswati_002_11,siswati_002,"[s] L [n], E [s], N, S [n], H, A."
siswati_002_12,siswati_002,"emashumi lamatsatfu nakunye [s], Bhimbidvwane."
siswati_002_13,siswati_002,"[n] licandza, licandza, [s] kutsatfu, siphohlongo, licandza, kunye, licandza, sibili, sihlanu, sikhombisa."
siswati_002_14,siswati_002,"Litiko letebulungiswa [s] neKutfutfukiswa kweMtsetfosisekelo, IRiphabliki yeNingizimu Afrika."
siswati_002_15,siswati_002,ungumntfwana [n] ngempela uSipho.
siswati_002_16,siswati_002,[n] Lenhle uyatsandza kugijima.
siswati_002_17,siswati_002,[n] letinye titfombe tebantfu labangcunu letatigcwele tipikili wonkhe umtimba.
siswati_002_18,siswati_002,"awu, nakunjalo, ngisho kutsi bekufanele bothishela bayonconcotsa egalaji kutsi ewumadvodza kani [n] kunjanina."
siswati_002_19,siswati_002,"[n] ekuseni lokwa, wavuka esaba kutsi emaphoyisa angahle amvimbetele [n] endlini."
siswati_002_20,siswati_002,"sihulahula semfokati samutsi ngci, ngesandla sinye samphakamisela etulu, samuhhanklata phasi."
siswati_002_21,siswati_002,"[n] nato letimbongi tibhala ngebantfu, tilwane, tilwanyakatane, [n] lutsandvo, kufaka tikolo, emanyuvesi, netibhedlel-."
siswati_002_22,siswati_002,"umukhwa sewuyangena entsanyeni [n] yalomake, ngobe nengati seyiphuma kakhulu."
siswati_002_23,siswati_002,"nawe wena Mashikila, [s] kusondzela nje, ngiyamjuba lomfati."
siswati_002_24,siswati_002,kuyaye kutsi [n] njalo kusihlwa tenyukele etulu tisuka [n] eNdonda.
siswati_002_25,siswati_002,bantfwana bami bayadlala.
siswati_002_26,siswati_002,beyivama kucaphela kutsi [n] sivalo nemafasitelo avaleke ngci.
siswati_002_27,siswati_002,ngibona kutsi umsebenti wetfu njenganyalo kutsi sichubeke siye [s] embili.
siswati_002_28,siswati_002,sikhatsi sekusebenta kwemajaji kanye [n] nekuholelwa kwawo.
siswati_002_29,siswati_002,kusebentisa tinsita kubhala njengemakhrayoni nemapeniseli.
siswati_002_30,siswati_002,"sigcino, [n] Tsangalembiba watidzikela, watsatsa imbita wangenela, indlela leya emfuleni."
siswati_003_01,siswati_003,Siswat-.
siswati_003_02,siswati_003,[n] ma emashumi lamabili [n].
siswati_003_03,siswati_003,[n] ngimsikat-.
siswati_003_04,siswati_003,u [n] makhalekhikhini.
siswati_003_05,siswati_003,"kunye, licashata, kubili licashata, kunye, licashata, dvwi, kutsatfu."
siswati_003_06,siswati_003,"mhla [n], mhla tingemashumi lamabili nakune, enyangeni yeNyoni."
siswati_003_07,siswati_003,y- cha.
siswati_003_08,siswati_003,e Mpumalanga.
siswati_003_09,siswati_003,Egoli.
siswati_003_10,siswati_003,"igabence insimbi, [n] yesibili."
siswati_003_11,siswati_003,"umsindo M, na A, umsindo N, na E [n], umsindo D, umsindo S [um] C, na E."
siswati_003_12,siswati_003,"mhla tisikhombisa, enyangeni yeNdlova-."
siswati_003_13,siswati_003,"[n] licandza [n], sitfupha [n], sitfupha, sikhombisa, sitfupha, kutsatfu, siphohlongo, kubili, khombi- [um], siphohlongo siphohlongo."
siswati_003_14,siswati_003,"sikhungo netintfu- netinfutluko-, sikhungo nes- nen- seNtfutfuko yetekuphatsa yaseNingizimu i- IRiphabliki yeNingizimu Afrika."
siswati_003_15,siswati_003,"noko tinyenti tentosimo letingagcini nga nga ala, letingagcini nga a- nga ala, logu- -gucuka abe ngu ele."
siswati_003_16,siswati_003,"awu, nakunjalo ngisho kutsi bekufanele bothishela bayonconcotsa egal- -laji kutsi [n], ewu [um] ewu madvodza kani, kani kunjan- kunjanina."
siswati_003_17,siswati_003,"sibokhumbula kutsi nakungekho kutfula eveni simo semnontfo, siyalimala."
siswati_003_18,siswati_003,"abasifundzi- aba- abasitifundziswa bobabili [n] boJabulane nalo, mkwemfat- [um] nalokwemfatana kwakhe."
siswati_003_19,siswati_003,"ngihambe, ngahamba, ngaze ngefika ebaleni, lapho ngahlangana nebantfu labanyenti."
siswati_003_20,siswati_003,"loku akusho kutsi kulicini-, kepha kwentelwa kutsi sitokwesaba kweca umlilo kute sivikeleke."
siswati_003_21,siswati_003,"sicu sebuniyo, singu- singaba nob- singaba nobe nguluphi ligama ngaphandle kwe- kwesabitocobo, sabito sekubala, sibanjalo nesen-."
siswati_003_22,siswati_003,"lwabiwomali [n] lwelive lonkhe lwetifun- lwetifundza, nelwema- Masipala."
siswati_003_23,siswati_003,"tinsimu [n] tehluke, kanjani etikwensumansumane?"
siswati_003_24,siswati_003,"umnaketfu, utsatse, intfombi lenhle."
siswati_003_25,siswati_003,"akamudze nje, Mbango, uni- utsintsa, lizulu [n] ngetandla."
siswati_003_26,siswati_003,"umcondvo wekucala nalo [n] lojwayelekile wekutsi lema- lemphambosi ikhombe kwenta, nekuyeket- ngekuyeketsisa nekunganaki."
siswati_003_27,siswati_003,"[n] atsatse ligadze, ayijikijekele lenyoni."
siswati_003_28,siswati_003,"umlente welibhuluko wanganhlanye bewugcushwe ge-, ekhatsi esokisini."
siswati_003_29,siswati_003,"konkhe loku kufike enhlitiyweni yahlase-, yahlasela, lose aphelelwe live, kulendzawo, bekavusa ngetitinkhwe- ngetikhwepha."
siswati_003_30,siswati_003,"sibhikivane eyi uyati kodvwa uhlala kabi man-, Sulumane ungetfuka solo- li- -limete nje."
siswati_004_01,siswati_004,Siswati.
siswati_004_02,siswati_004,lingemashumi lamatsatfu nakubili.
siswati_004_03,siswati_004,msikati.
siswati_004_04,siswati_004,ngikhuluma ecingweni.
siswati_004_05,siswati_004,"kunye, licashata kubili, licashata kubili, dash, kune."
siswati_004_06,siswati_004,"mashumi lamabili nakutsatfu, Inkhwekhweti."
siswati_004_07,siswati_004,yebo ngishadile.
siswati_004_08,siswati_004,e- Steenbok oa-.
siswati_004_09,siswati_004,ngihlala edolobheni lase Komatipoort i-.
siswati_004_10,siswati_004,insimbi yesitsatfu enhloko.
siswati_004_11,siswati_004,"H I, N, hla [um] L le A, W, yo [um] U, L le L, [n] O."
siswati_004_12,siswati_004,"lishumi, nakubili, Lweti."
siswati_004_13,siswati_004,"licandza, siphohlongo, kubili, kutsatfu, licandza, siphohlongo, inkhotsa, sitfupha, licandza, siphohlongo."
siswati_004_14,siswati_004,"Litiko letetimali tavelonkhe, IRiphabliki yeNingizimu Afrika."
siswati_004_15,siswati_004,"hhohhe nkhosi yami, ingabe kantsi mine ngangenwa yini?"
siswati_004_16,siswati_004,"Angilitfolanga litfuba lekunibonga nonkhe, kodwva, kulomcimbi, njengoba, sengilapha, ngiyakubonga kini nonkhe."
siswati_004_17,siswati_004,"umuva asamyala kutsi abe caphela, kutsi uhlalaphi ingani phela uneluvalo lekutsi angase abe nelutfuli."
siswati_004_18,siswati_004,"kutikhetsela imphilo lephatselene nebubi, nebulili kunel- -luvelomiva futsi kufuna ucaphele lusikomphilo lwemmango."
siswati_004_19,siswati_004,"yehlisa litubane, umvumele kutsi angene elayinini."
siswati_004_20,siswati_004,"natisaphetfwe ngeMaroma tonkhe letive lesitibona tihlakaniphile tatibitwa kutsi, mahedeni."
siswati_004_21,siswati_004,uma sewucedzile buta bafundzi imibuto utawubona kutsi bakuvile loku bewubatekela kona.
siswati_004_22,siswati_004,"yiphakeni tindvuna temphi, yiphakeni iphume tinkhalo, akugcame sifuba netimphondvo tayo."
siswati_004_23,siswati_004,"umsebenti, bhala timphawu letifanele kulemisho lelandzelako, wendlula wangena etjeni waye, waye fi- wefika emankele."
siswati_004_24,siswati_004,uyati kutsi usedvute nelidolobha lase- White River.
siswati_004_25,siswati_004,"bacelwa bagi- bagijimi- bagijimise emehlo endzabeni babone kutsi akhona yini lamanye emagama ekupela, labawabonako, lapho."
siswati_004_26,siswati_004,"ekugcineni kwatsi gilikidzi, lijaha lelihle, livunule emajobo lamahle, langazange sabonwe kulendzawo."
siswati_004_27,siswati_004,"ngibona kutsi umsebenti wetfu njenge, njenganyalo, kutsi sichubeke siye embili."
siswati_004_28,siswati_004,ngimbonile ayawuhlolwa ligciwane.
siswati_004_29,siswati_004,"Lamalunga enyulwa babambimsuka, bavelonkhe, kutemfundvo nekucecesha, labaphawuliwe."
siswati_004_30,siswati_004,"kepha, ngalengekumtekeni, ngesiSwati, kushaywa, tinkhomo, kutsiwe, ufohle, umuti, wem- wemun-."
siswati_005_01,siswati_005,[n] Siswati.
siswati_005_02,siswati_005,ngineminyaka lengamashumi lamane nakutsatfu.
siswati_005_03,siswati_005,[n] [s] ngimdvun-.
siswati_005_04,siswati_005,ngikhuluma kumakhala [n] ekhikhi-.
siswati_005_05,siswati_005,"kubili [s], cashati [n], ku- kunye, cashati, [s] dvwi, sihlanu."
siswati_005_06,siswati_005,"shumi lamabili [n] nakubili [s], kuNovember."
siswati_005_07,siswati_005,yebo [s] ngishadile.
siswati_005_08,siswati_005,[s] e- Driekoppies.
siswati_005_09,siswati_005,ngihlala eMangweni kaLugedlane.
siswati_005_10,siswati_005,"[s] [n] igabence, insimbi [n], yesitsatfu."
siswati_005_11,siswati_005,"[n] N, G, E, T, I, C, U."
siswati_005_12,siswati_005,[n] [s] Mabasa.
siswati_005_13,siswati_005,"licandza [s], kubili, kubili, sitfupha, licandza, licandza, licandza [n], kutsatfu, licandza, sihlanu."
siswati_005_14,siswati_005,"[s] Luphiko, lweMalingena, lwaseNingizimu [n] Afrika, IRiphabliki yeNingizimu Afrika."
siswati_005_15,siswati_005,"bebayakuyitsatsa ngesabo sikhatsi leMadonna [s], nasebabona kutsi konkhe, sekuphelile."
siswati_005_16,siswati_005,"kwengeta lapho [n] [s], umhlaba uyindzawo [n] legucugucukako [s], ngekwepolitiki, temvelo [s], kanye [n] netethekhinoloji."
siswati_005_17,siswati_005,"atsatse ligadze, ayijikijele lenyo-."
siswati_005_18,siswati_005,"nika tizatfu, letibangela kutsi, imidlalo, yedrama, yehlukaniswe [n] ngetinkhundla."
siswati_005_19,siswati_005,"abecwabita abuye acimete [n], azame butfongo, kute aphumute tinhlungu, letimphetse."
siswati_005_20,siswati_005,"asahleti Macilose, sihonga wemandla lamakhulu [n], wamshaya ngelizembe, wamjuba."
siswati_005_21,siswati_005,"ucoca konkhe, lalakhuluma, ngako nje, wetama kufeza, injongo yakhe ngendzaba leyo."
siswati_005_22,siswati_005,"kodvwa lomuntfu [n], ungisabani kangaka?"
siswati_005_23,siswati_005,"sihulahula semfokati, samutsi [n] ngci, ngesandla, sinye samphakamisela etulu, samubhaklata [n] phasi."
siswati_005_24,siswati_005,"kuniketa bafundzi, [n] umbiko, lowakhako macondzana nenchubo yabo [n], Kurekhoda, imiphumela yebafundzi."
siswati_005_25,siswati_005,"[n] etinhlelweni, tekugegisa, kungena kwemoya [n], kugcugcutela, kuhamuka, kwemswakama."
siswati_005_26,siswati_005,"[n] feleba wemlumbi, amkhombise ngesitfupha [n], kutsi agibele."
siswati_005_27,siswati_005,"tibonelo [n] temathuluzi, emataki [n], umklamo wemaphepha, ekusebentela, emajenali, nemaphepha ekufundza, ngekubuka."
siswati_005_28,siswati_005,"cela bafundzi, badvwebe mkhulu Lontweza ko."
siswati_005_29,siswati_005,"[s] sidlubuladledle sakitsi kaLobamba, sakaLobamba, siyab- siyabapha, bantfu siyabadlubutisa."
siswati_005_30,siswati_005,"emanti, afanele, ahlantwe, kute kufe emagciwane."
siswati_006_01,siswati_006,lwami lokucala Siswati.
siswati_006_02,siswati_006,e- mashumi lamane [s] nesihlanu.
siswati_006_03,siswati_006,ngimdvuna.
siswati_006_04,siswati_006,khuluma elucingweni nyalo.
siswati_006_05,siswati_006,"[um] kubili, kunye, kutsatfu, kusitfupha."
siswati_006_06,siswati_006,"kucala kuNgongoni, [n] nyaka, nine nun- nineteen sixty two [n]."
siswati_006_07,siswati_006,[n] yebo ngishadi-.
siswati_006_08,siswati_006,eLukwatini.
siswati_006_09,siswati_006,ngihlala [s] e- Nelsprui-.
siswati_006_10,siswati_006,tfupha enhloko.
siswati_006_11,siswati_006,"ngu L, A, [n] [s] B, A, [n] N, T [n], F [n], U."
siswati_006_12,siswati_006,emashumi lamabili nakunye Inhlaba.
siswati_006_13,siswati_006,"ngu naught, kubili, [n] kune, naught, sitfupha, sitfupha, kubili, kutsatfu, kuhlanu, kutsatfu."
siswati_006_14,siswati_006,"Temidlalo, [s] [n] nekuKhibika eNingizimu Afrika, IRiphabliki yeNingizimu Afrika."
siswati_006_15,siswati_006,"[s] ikharikhulamu yelive itolonga, itfutfuku- [n] itfutfukise, takhamuti tangemuso takulelive."
siswati_006_16,siswati_006,"[n] [s] lelitsambo, batsi bodokotela kuncono lijutjwe angeke aphile."
siswati_006_17,siswati_006,[s] imphahla [n] yasesitje- yasesiteji noma [s] umdlalo udlalelwa esiteji umbhali wawo [s] usuke angakacondzi loko empeleni.
siswati_006_18,siswati_006,"[s] lamalunga enyulwa, [s] babambi-, babambimsuka, babe bavel- bavelonkhe kutemfundvo nekucecesha [s] labaphawuliwe."
siswati_006_19,siswati_006,"yatsi [s] abayewubita emachegu, talukati, emadvodza, bafati, bafana nemantfombatana."
siswati_006_20,siswati_006,"umyalo nome [s] sincumo [n] lesikhishwe [n] yinkantolo [s] sibopha wonkhe umuntfu netintfo [n], tembuso lesisebenta kuto."
siswati_006_21,siswati_006,"umnaketfu, [s] utsatse intfombi lenhle."
siswati_006_22,siswati_006,"wangiphendvula watsi asidzingi inkhosi kutsi, [n] lamanti, avulwe lena edamini kute sitfuku, [n] sitfutfukise lendzawo."
siswati_006_23,siswati_006,"[um] Clive Walker utsetse [n] iminyaka lesi, [s] acokelela ndzawonye [s] lonkhe lwati kulencwadzi leyingcayizivela."
siswati_006_24,siswati_006,[s] wahleka waze [n] wati- watigicita phansi solo atsi gegege [s].
siswati_006_25,siswati_006,"[n] [s] bosicinisamfutfwa, laba, [n] bongwaca, labacala [s] ngangwaca, lodubulako bese, ulandzelwa ngungwaca [n] longumfutfwa."
siswati_006_26,siswati_006,"[s] kukhicitwa, kwekudla kukhicitwa kwekudla [n] kulelive, akukefiki esigabeni, [n] lesenelisako."
siswati_006_27,siswati_006,"[s] kube, [n] ngi- [n] nginguLogcogco ngabe ngifike nje ngibulale onkhe lamabhodle-."
siswati_006_28,siswati_006,"sigcawu ku sesi, kuseshibhini."
siswati_006_29,siswati_006,"ziyawa, [n] [s] bajabulile, [s] boNokuzola, nemngani wakhe."
siswati_006_30,siswati_006,"[n] nakanjani, [s] utawulala lapha elawini, [n] lemajaha [n] kusasa."
siswati_006_31,siswati_006,"khuluma nje, [s] ndvunankhulu [n] sewunikwe sicu, nguHulumende weN- [s] weNigeria."
siswati_007_01,siswati_007,Siswati.
siswati_007_02,siswati_007,ngineminyaka lemashumi lamane nakune.
siswati_007_03,siswati_007,ngimsikati.
siswati_007_04,siswati_007,ngikhuluma kumakhalekhikhini [n].
siswati_007_05,siswati_007,"[n] kubili [n] [n] -cashati, kubili -cashati, sikhala, sikhombisa."
siswati_007_06,siswati_007,mashumi lamabili nakubili.
siswati_007_07,siswati_007,cha -nye.
siswati_007_08,siswati_007,ngatalelwa endzaweni yase [n] Bhova.
siswati_007_09,siswati_007,ngihlala e- Middelburg.
siswati_007_10,siswati_007,"emaminitsi, lalishumi nakuhlane, kungekashayi insimbi [n] yesihlanu."
siswati_007_11,siswati_007,"G, U N, [n] D, V U N [n], A N K [n] [n], H U L [n] U."
siswati_007_12,siswati_007,lishumi nas- nesthupha Inkwekhweti.
siswati_007_13,siswati_007,"[n] kute kubili, siphohlongo, siphohlongo [n], sitfupha [n], kute [um] sine-, I mean kune [n], sikhombisa, kune, kut- [n] kuntsathu."
siswati_007_14,siswati_007,"luphiko lwetib- lwetebunhloli, lwavelonkhe, IRiphabliki yaseNingizimu Afrika."
siswati_007_15,siswati_007,"akulalwe bomngamu, utanilaya phayinaphu lensimini senetela."
siswati_007_16,siswati_007,"ngulowo nalowo muntfu, ubuka lomunye loseceleni kutsi utiphatsa [n], [n] ngebuwula, nobengebuntfu na?"
siswati_007_17,siswati_007,"kweku- kukhicitwa kwekudla kulelive [n], akukefiki esigabeni lesenelisako."
siswati_007_18,siswati_007,"loku, kwasenta kutsi [n] singakulahli, buve betfu ngobe ekugcineni [n], akunendzaba kutsi ucoshe [um], njani kanjani."
siswati_007_19,siswati_007,"emanti alelidamu atawuba lusito lolukhulu [n], ekulinyweni kwemoba eSimunye."
siswati_007_20,siswati_007,"imisebenti leyehlukene [n], webuthishela, bunesi, nebudokotela [n], kusebenta eposini, [n] nekubangumlimi."
siswati_007_21,siswati_007,"bacelwe ngamunye, ngababili [n], nangeticheme [n], bawafundze basho, netinchazelo tawo."
siswati_007_22,siswati_007,"sikolo sakitsi nobe, siyibhale phasi encwadzini."
siswati_007_23,siswati_007,"loku kudala umsindvo, lovakala njengewekuhlihlita."
siswati_007_24,siswati_007,"atsatse ligadze, ayijikijekele lenyoni."
siswati_007_25,siswati_007,"ikharikhulamu yelive [n], ilolonga, itfutfukise [n] letakh- oh takhamuti, tangemuso kulelive, takulelive."
siswati_007_26,siswati_007,"[n] avuka nje, uyobasa sitofu semalahle khona atobeka emanti ekugeza [n], khona atoya, kamlumbi."
siswati_007_27,siswati_007,"Clive Walker utsetse iminyaka lesi [n] acokelela ndzawonye lonkhe, lwati kulencwadzi [n], leyingcayizivela."
siswati_007_28,siswati_007,"Sibhikivane [n], eyi uyati, kodvwa udlala kabi, mani, Sulumane, ungetfuka, sowulimete, sowulimete nje."
siswati_007_29,siswati_007,"[n] lesifundvo sinilungiselela umklomelo wom- wemnyaka, [n] leniyowudzinga ekupheleni kwemnyaka, enkhulumeni, lecocwako."
siswati_007_30,siswati_007,"tinsimu tehluke kanjani, etikwensumansumane?"
siswati_008_01,siswati_008,[n] sis- [um] Siswati.
siswati_008_02,siswati_008,forty four.
siswati_008_03,siswati_008,msikati.
siswati_008_04,siswati_008,ecingweni.
siswati_008_05,siswati_008,"[n] kubili kubili, kubili, kusishagalombili."
siswati_008_06,siswati_008,"[n] shagalombili, enyangeni yesitfupha [n]."
siswati_008_07,siswati_008,[n] yebo.
siswati_008_08,siswati_008,[n] [n] Bhaptini.
siswati_008_09,siswati_008,[s] Mjindini.
siswati_008_10,siswati_008,"emaminitsi, lalishumi nesihlanu [s] lendlula insimbi yesitfupha."
siswati_008_11,siswati_008,"[um] N, G [n] [s], U, W [n], O, N [n], A [n]."
siswati_008_12,siswati_008,[s] Indlovulenkhulu.
siswati_008_13,siswati_008,"[n] candza, kunye, icandza [n], [n] [n] sikhombisa, sitfupha, [s] kunye, licandza, sikhombisa sikhombisa, siphohlongo."
siswati_008_14,siswati_008,"[n] Litiko lebulungiswa [s] neku [n] ne, ne, ne ne- [n], [n] nekutitfutfukiswa kwemise, kwemi- [n] [s] [n], kemtsetfo sisekelo IRiphabliki yaseNingizimu Afrika."
siswati_008_15,siswati_008,"[n] lalela [s] Mbali, senele kungena emshadweni wena uyaphela kancane kancane nyalo, [n] sewungangenyalitsi [n]."
siswati_008_16,siswati_008,"[s] ngalelinye lilanga uJakalazi alambile wahamba wayofuna [n], langakudla [n]."
siswati_008_17,siswati_008,"[n] Andy [n], [s] beka- [n] beka- bekange- bekangenandzaba nekutsi atiwe [s] kutsi [n], uligwala [n]."
siswati_008_18,siswati_008,"[s] ubone kutsi cha, yonkhe intfo [n] iphetfwe, ngu-dragon kepha kukini?"
siswati_008_19,siswati_008,"lomunye utsandza, [n] [s] kugwamandza [n] tinfto, [s] kantsi [n] lomunye uyesaba umkakhe."
siswati_008_20,siswati_008,"[n] emabito [n] [s] lahlongotwa n-, ngetakhi lapho sabito [s] ne- [n] lesifinye- lesifinyetiwe sitsandza indzawo [n], yelibito leliphokotwe ngesikhats-."
siswati_008_21,siswati_008,"[s] timphawu [n], [n] tefonethiki ngalu- [n] ngaloku- ngalokuvamile lehlukile nekulo [s] letit- [n] letitfolakala [n], kum- kumbhalomagama [n]."
siswati_008_22,siswati_008,"[s] sihulahula, semfokati, [s] samutsi ngci ngesandla sinye [n], samphakamisa etulu, samhhahlulap- samhha- [n] samhhahlakata phas-."
siswati_008_23,siswati_008,"NgeLweti, nobe [s] ngeNkhosi lencane, [s] kungesikhatsi bemanti, bahamba bayokukha emanti elwandle eMaputo."
siswati_008_24,siswati_008,"Dorothi utawu- u- utawukopa emanotsi kuGetty [s] naGethude [n], kumbe, singa- singasaniboni nje [n], bom- [n] boMavundla, nihambe kahle."
siswati_008_25,siswati_008,"[s] lohhavivi mkhulu kakhulu, kuwusebentisa, [s] ebhizinisini letfu."
siswati_008_26,siswati_008,"[n] Umuva asenya- [s] asamyala kutsi [n], [s] abe caphela [s] kutsi uhlalaphi ingani phela uneluvalo, kwe- lekutsi angase abe [n], [n] nelutfuli."
siswati_008_27,siswati_008,"[s] [s] natisaphetfwe ngeMaroma tonkhe letive letikho [n], let- le- lesitibona le tihlakaniphe, nati- [n] tatibitwa kutsi, mahedeni."
siswati_008_28,siswati_008,"intfo kutsi ngetsemba nje kutsi [n], ngingahle ngibone Sibhikivane, [n] ngitomtjela kutsi sengimganile."
siswati_008_29,siswati_008,"[n] sengiyavula lendlu njengoba [n], ngiteyivula [n] lamuhla."
siswati_008_30,siswati_008,"[n] kepha [s] kufanele sibe, [s] nebucinisa [s], bo- baloku- [n] gaz-, lok- balokungazuzwa [n] [s] ngaloku ngalokunge- -kwanzuza yikha- [n] ik- ikharikh- ikharikhula-."
siswati_009_01,siswati_009,Swat-.
siswati_009_02,siswati_009,[n] limashumi lamabili nanye.
siswati_009_03,siswati_009,ngimdvuna.
siswati_009_04,siswati_009,ngikhuluma [n] kumakhalekhikhini.
siswati_009_05,siswati_009,"kunye lichashata, kunye, chashata kunye iskhala [n] [s] imfica."
siswati_009_06,siswati_009,imbibidvwane mashumi lamabili nane.
siswati_009_07,siswati_009,cha ngisengakashadi.
siswati_009_08,siswati_009,ngatalelwa eSwatini.
siswati_009_09,siswati_009,[n] ngihlala ePitori kwanya-.
siswati_009_10,siswati_009,[n] insimbi yesitfupha enhloko.
siswati_009_11,siswati_009,"N, N, E [n], I, N K H U N, D, L, A."
siswati_009_12,siswati_009,[s] imfica Impala.
siswati_009_13,siswati_009,"kute kubili kusikhombisa imfica kunye kutsatfu kubili, kune kubili, imfica."
siswati_009_14,siswati_009,"Litiko labo- lwaboHulumende betiFundza nebase- nebaseKhaya, IRiphabliki, yening- yeNingizimu Afrika."
siswati_009_15,siswati_009,"ngiyajabula kubona imiphumela yemitamo yekwelungisa simo, se- setem- setembusave [n] e-Afrika lasening-, leseNingizimu."
siswati_009_16,siswati_009,"kube nginguLogcogco ngabe ngifike nje, ngibul- ngi ngibulale onkhe lamabhodlela."
siswati_009_17,siswati_009,"ngimi sitsandvwa sakho, sakho Dorothi, Phumi, sisi ngiyabonga kakhulu Ngcamane sewungisi- [n] sewungisitile."
siswati_009_18,siswati_009,"NgeLweti nobe, ngeNkhosi lencane kungesikhatsi bema- bemanti, bemanti, bahamba bayokukha emanti elwandle eMaputo."
siswati_009_19,siswati_009,"emanti aleli- alelidamu, atawuba, [n] lusito lolukhulu ekulinyweni kwemoba eSimunye."
siswati_009_20,siswati_009,"yimphilo y- yakanyosi kutfutsana, neluju nekwen- nekwentana nemovu."
siswati_009_21,siswati_009,"[n] sikolo sakitsi nobe siyibhale phasi, encwadzini."
siswati_009_22,siswati_009,"imphahla yasesiteji noma umdlalo, udlalelwa esiteji, umbhali [n] wawo, usuke angakacondzi loko empeleni."
siswati_009_23,siswati_009,"lomunye utsandza ku- [n] kugwamandza, tinfto kantsi lomunye uyamesaba umkakhe."
siswati_009_24,siswati_009,"a- abasitifundziswa bobabili nje boJabulane, nalokwemfatana kwakhe."
siswati_009_25,siswati_009,"[n] kwatsi lapho sebadl- sebadlile wabuta Msolwa kutsi, letimvu tentiwa yini tingadli?"
